oare_id,source_transliteration,target_translation_english,source_pdf,source_page,stage1_match_source,stage1_match_confidence,stage2_confidence,language_detected,llm_opinion,akkadian_from_page_text,evidence,notes,pair_index,input_key
528c1898-373b-4bdb-8b13-b69da6ea18f4,"About the fact that I did not send you the textiles about which you wrote, your heart should not be angry.","About the fact that I did not send you the textiles about which you wrote, your heart should not be angry.","AOATT, 1972.pdf",145,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of the tablet.,"a-§u-mi TuG . HI . A sa to-cis -u-
rani 16 ld û-§g-bi-ld-ku-ni li-ba-kà 17 ld i-ld-mi-in ki-ma sû-ha-ar-t[um]",page_text_ref,"The page contains a translation of the tablet, but it is not a direct translation of the Akkadian text. The translation is a paraphrase of the text and provides additional context.",0,"AOATT, 1972.pdf||145||528c1898-373b-4bdb-8b13-b69da6ea18f4"
d3200bb4-4b75-3aa1-d17a-a43db58ed874,The p. could be used to make clothes.,The p. could be used to make clothes.,"AOATT, 1972.pdf",155,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of pirikannû.,"20 TÙG ku-ta-ni pi-ri-kà-nim 6 A 6
it B 7 na-as-û-ni-ku-nu-ti",page_text_ref,,0,"AOATT, 1972.pdf||155||d3200bb4-4b75-3aa1-d17a-a43db58ed874"
d3200bb4-4b75-3aa1-d17a-a43db58ed874,"Interesting is the text KTS io, 4f1, which reads : A and B are bringing you 20 kutânû made from pirikannum.","Interesting is the text KTS io, 4f1, which reads : A and B are bringing you 20 kutânû made from pirikannum.","AOATT, 1972.pdf",155,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of pirikannû.,"20 TÙG ku-ta-ni pi-ri-kà-nim 6 A 6
it B 7 na-as-û-ni-ku-nu-ti",page_text_ref,,1,"AOATT, 1972.pdf||155||d3200bb4-4b75-3aa1-d17a-a43db58ed874"
b145dea2-0b63-487a-9e46-3317b595fb24,"The trade in Oadâtum and isrâtum belonged to the small scale subsidiary business, called sahertum, as shown by B. LANDSBERGER on the basis of an unpublished text 221).","The trade in Oadâtum and isrâtum belonged to the small scale subsidiary business, called sahertum, as shown by B. LANDSBERGER on the basis of an unpublished text 221).","AOATT, 1972.pdf",159,page_text_ref,0.82,0.82,en,"This page is somewhat relevant to the tablet, but the content is more about the trade and business in the region, rather than the specific tablet.",épadâtum | isrâtum | sahertum,"The page text contains a reference to the trade in Oadâtum and isrâtum, which is mentioned in the tablet.","The page text is mostly about the trade and business in the region, but it does contain some relevant information about the tablet.",0,"AOATT, 1972.pdf||159||b145dea2-0b63-487a-9e46-3317b595fb24"
a591943f-6be1-4bd6-9c3b-b2ccb90f809e,"sëbultum accordingly means in concreto something sent to somebody, using the services of a transporter, hence ""consignment"".","sëbultum accordingly means in concreto something sent to somebody, using the services of a transporter, hence ""consignment"".","AOATT, 1972.pdf",171,page_text_ref,0.82,0.82,en,This page is very useful for understanding the meaning of sëbultum in Old Assyrian.,sëbultum | ana sëbultim | sëbultim | sëbultum,page_text_ref,,0,"AOATT, 1972.pdf||171||a591943f-6be1-4bd6-9c3b-b2ccb90f809e"
a591943f-6be1-4bd6-9c3b-b2ccb90f809e,"a man being away on a journey and hence unable to bring something himself to an addressee, entrusts it to somebody else for transport : ana sëbultim usäbilsu, ""he had him bring it as a consignment"".","a man being away on a journey and hence unable to bring something himself to an addressee, entrusts it to somebody else for transport : ana sëbultim usäbilsu, ""he had him bring it as a consignment"".","AOATT, 1972.pdf",171,page_text_ref,0.82,0.82,en,This page is very useful for understanding the meaning of sëbultum in Old Assyrian.,sëbultum | ana sëbultim | sëbultim | sëbultum,page_text_ref,,1,"AOATT, 1972.pdf||171||a591943f-6be1-4bd6-9c3b-b2ccb90f809e"
a591943f-6be1-4bd6-9c3b-b2ccb90f809e,why are you constantly sending my interest-free loans (away) as consignments?,why are you constantly sending my interest-free loans (away) as consignments?,"AOATT, 1972.pdf",171,page_text_ref,0.82,0.82,en,This page is very useful for understanding the meaning of sëbultum in Old Assyrian.,sëbultum | ana sëbultim | sëbultim | sëbultum,page_text_ref,,2,"AOATT, 1972.pdf||171||a591943f-6be1-4bd6-9c3b-b2ccb90f809e"
a591943f-6be1-4bd6-9c3b-b2ccb90f809e,I had sent you (fem.plur.) 5 shekels of silver as consignments,I had sent you (fem.plur.) 5 shekels of silver as consignments,"AOATT, 1972.pdf",171,page_text_ref,0.82,0.82,en,This page is very useful for understanding the meaning of sëbultum in Old Assyrian.,sëbultum | ana sëbultim | sëbultim | sëbultum,page_text_ref,,3,"AOATT, 1972.pdf||171||a591943f-6be1-4bd6-9c3b-b2ccb90f809e"
a591943f-6be1-4bd6-9c3b-b2ccb90f809e,in all four consignments,in all four consignments,"AOATT, 1972.pdf",171,page_text_ref,0.82,0.82,en,This page is very useful for understanding the meaning of sëbultum in Old Assyrian.,sëbultum | ana sëbultim | sëbultim | sëbultum,page_text_ref,,4,"AOATT, 1972.pdf||171||a591943f-6be1-4bd6-9c3b-b2ccb90f809e"
33847598-f8e7-4580-af1e-9056d2e5eae4,Apparently a native textile product from Anatolia.,Apparently a native textile product from Anatolia.,"AOATT, 1972.pdf",201,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation.",pirikanni | e-BI-tu | e-BI-sa-am,page_text_ref,"The page contains information about the textile product menuniânum and ébipisum, but it does not provide a direct translation of the tablet.",0,"AOATT, 1972.pdf||201||33847598-f8e7-4580-af1e-9056d2e5eae4"
33847598-f8e7-4580-af1e-9056d2e5eae4,"In CCT 4, 27a, 'if.","In CCT 4, 27a, 'if.","AOATT, 1972.pdf",201,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation.",pirikanni | e-BI-tu | e-BI-sa-am,page_text_ref,"The page contains information about the textile product menuniânum and ébipisum, but it does not provide a direct translation of the tablet.",1,"AOATT, 1972.pdf||201||33847598-f8e7-4580-af1e-9056d2e5eae4"
33847598-f8e7-4580-af1e-9056d2e5eae4,"BIN 4, 78, 6ff. contains an order from Inbistar to buy : 6 pi-ri-kà-ni ? sa lu-bu-us şiı-
ha-ri 8 lu me-nu-ni-a-nu lu i-bi/pi-§u 9 lu pi!-ri-kà-ni sa a-na 1° lu-bu-§i-im
da-nu-ni-ma 11 pé-lu-tdm ii-bu-lu-ni,","BIN 4, 78, 6ff. contains an order from Inbistar to buy : 6 pi-ri-kà-ni ? sa lu-bu-us şiı-
ha-ri 8 lu me-nu-ni-a-nu lu i-bi/pi-§u 9 lu pi!-ri-kà-ni sa a-na 1° lu-bu-§i-im
da-nu-ni-ma 11 pé-lu-tdm ii-bu-lu-ni,","AOATT, 1972.pdf",201,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation.",pirikanni | e-BI-tu | e-BI-sa-am,page_text_ref,"The page contains information about the textile product menuniânum and ébipisum, but it does not provide a direct translation of the tablet.",2,"AOATT, 1972.pdf||201||33847598-f8e7-4580-af1e-9056d2e5eae4"
33847598-f8e7-4580-af1e-9056d2e5eae4,"KTH 1, 17f. mentions m. beside kusitum-garments from Mamma and woollen fleeces;","KTH 1, 17f. mentions m. beside kusitum-garments from Mamma and woollen fleeces;","AOATT, 1972.pdf",201,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation.",pirikanni | e-BI-tu | e-BI-sa-am,page_text_ref,"The page contains information about the textile product menuniânum and ébipisum, but it does not provide a direct translation of the tablet.",3,"AOATT, 1972.pdf||201||33847598-f8e7-4580-af1e-9056d2e5eae4"
2e8fe490-571b-4183-8d41-e1e2deabfe5b,Apparently a native textile product from Anatolia.,Apparently a native textile product from Anatolia.,"AOATT, 1972.pdf",201,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation.",menuniânum | ébipisum,page_text_ref,"The page text does not contain a direct translation of the tablet, but it provides some context and information about the textile product mentioned in the tablet.",0,"AOATT, 1972.pdf||201||2e8fe490-571b-4183-8d41-e1e2deabfe5b"
5021cdc3-c524-4b9c-bd98-7dcc7ecbf469,The combination with ßirikannum is not surprising since,The combination with ßirikannum is not surprising since,"AOATT, 1972.pdf",202,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of the tablet.,"ebisu (ebiu, ibis}su, iß f bi(s}sa)",page_text_ref,,0,"AOATT, 1972.pdf||202||5021cdc3-c524-4b9c-bd98-7dcc7ecbf469"
5021cdc3-c524-4b9c-bd98-7dcc7ecbf469,woollen blankets can be used as saddle rugs as well as for the manufac-,woollen blankets can be used as saddle rugs as well as for the manufacture of heavy garments,"AOATT, 1972.pdf",202,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of the tablet.,"ebisu (ebiu, ibis}su, iß f bi(s}sa)",page_text_ref,,1,"AOATT, 1972.pdf||202||5021cdc3-c524-4b9c-bd98-7dcc7ecbf469"
140e4cb6-0ad8-41d8-b830-f5ab33beea88,Uşur-sa-Assur's caravan must have represented a value in tin (awïtum) of ca. I talent of tin ; he had accordingly paid a datum of ca. 3 minas of tin.,Uşur-sa-Assur's caravan must have represented a value in tin (awïtum) of ca. I talent of tin ; he had accordingly paid a datum of ca. 3 minas of tin.,"AOATT, 1972.pdf",291,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of the tablet.,"24 §urum-textiles, 2 kutdnum-textiles, one black donkey,","The text on this page is a direct quote from the tablet, and it provides valuable information about the context of the caravan.","The text on this page is a direct quote from the tablet, and it provides valuable information about the context of the caravan.",0,"AOATT, 1972.pdf||291||140e4cb6-0ad8-41d8-b830-f5ab33beea88"
777e7e6a-1072-9988-50a3-272ff35ae3be,"of the 27 minas, the datum which we incurred, A has ""deposited"" 4 2/3 minas of silver as his ""share"".","of the 27 minas, the datum which we incurred, A has ""deposited"" 4 2/3 minas of silver as his ""share"".","AOATT, 1972.pdf",300,page_text_ref,0.82,0.82,en,"This page is very useful for the translation of the tablet, as it contains a direct quote of the relevant text.",i-na 27 ma-na da-tum ša ik-šu-du-ni-a-tí-ni 4.66666 ma-na KÙ.BABBAR PUZUR4-a-šur qá-sú na-dí 22 ma-na a-na-ku da-a-sú áš-qúl,page_text_ref,,0,"AOATT, 1972.pdf||300||777e7e6a-1072-9988-50a3-272ff35ae3be"
777e7e6a-1072-9988-50a3-272ff35ae3be,I myself paid his datum amounting to 22 minas,I myself paid his datum amounting to 22 minas,"AOATT, 1972.pdf",300,page_text_ref,0.82,0.82,en,"This page is very useful for the translation of the tablet, as it contains a direct quote of the relevant text.",i-na 27 ma-na da-tum ša ik-šu-du-ni-a-tí-ni 4.66666 ma-na KÙ.BABBAR PUZUR4-a-šur qá-sú na-dí 22 ma-na a-na-ku da-a-sú áš-qúl,page_text_ref,,1,"AOATT, 1972.pdf||300||777e7e6a-1072-9988-50a3-272ff35ae3be"
8c57af6e-e5f8-4e10-b79f-72ab8475eecf,"The use of this verb suggests a movement, a transport.","The use of this verb suggests a movement, a transport.","AOATT, 1972.pdf",340,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but the text is not directly related to the tablet's content.",pazzur(t)um | pazzurum | pazzurtim | pazzurtum,"The stage1 match confidence is 0.82, indicating a high degree of accuracy.","The page text is in English, and the translation extracted is a direct quote from the page text.",0,"AOATT, 1972.pdf||340||8c57af6e-e5f8-4e10-b79f-72ab8475eecf"
b96f7f2a-cf5a-462c-91c4-c6d7b7dbc9d7,I§tar-pilaki asks Pûğu-kén to use his good relations and influence for his benefit.,Istar-pilaki asks Pûğu-kén to use his good relations and influence for his benefit.,"AOATT, 1972.pdf",349,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of the tablet.,atar pazzurtim subdti ... epsd | atar pazzurim .... eptd | atar pazzurim .. şubdti pazzird,"The text has been misunderstood in two respects. AHw 852b reads kattimd, ""hide, cover up""; but with LANDSBERGER AHK 24 (quoted above p. 306) we have to read gadi + ma, ""together with"".",,0,"AOATT, 1972.pdf||349||b96f7f2a-cf5a-462c-91c4-c6d7b7dbc9d7"
eb1f6643-2f42-4b06-b027-a69079109619,I§tar-pilaki asks Pûğu-kén to use his good relations and influence for his benefit.,Istar-pilaki asks Pûğu-kén to use his good relations and influence for his benefit.,"AOATT, 1972.pdf",349,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of the tablet.,atar pazzurtim subdti ... epsd | atar pazzurim .... eptd | atar pazzurim .. şubdti pazzird,The text has a high confidence match with the stage1 match source.,"The translation is mostly accurate, but some minor adjustments were made for clarity.",0,"AOATT, 1972.pdf||349||eb1f6643-2f42-4b06-b027-a69079109619"
faafd131-71b9-486b-816d-ffca1a79be4b,I§tar-pilaki asks Pûğu-kén to use his good relations and influence for his benefit.,Istar-pilaki asks Pûğu-kén to use his good relations and influence for his benefit.,"AOATT, 1972.pdf",349,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of the tablet.,atar pazzurtim subdti ... epsd | atar pazzurim .... eptd | fa epäfim lipid,"The text has been misunderstood in two respects. AHw 852b reads kattimd, ""hide, cover up""; but with LANDSBERGER AHK 24 (quoted above p. 306) we have to read gadi + ma, ""together with"".",,0,"AOATT, 1972.pdf||349||faafd131-71b9-486b-816d-ffca1a79be4b"
a1cec2cc-bab4-4678-a5fe-de235db6bbf1,I§tar-pilaki asks Pûğu-kén to use his good relations and influence for his benefit.,Istar-pilaki asks Pûğu-kén to use his good relations and influence for his benefit.,"AOATT, 1972.pdf",349,page_text_ref,0.82,0.82,en,This page is very useful for understanding the context of the tablet.,atar pazzurtim subdti ... epsd | kima falam kaspia epfa,The text has a high confidence match with the stage1 match source.,"The page text is a translation of the tablet, and it provides useful context for understanding the content of the tablet.",0,"AOATT, 1972.pdf||349||a1cec2cc-bab4-4678-a5fe-de235db6bbf1"
6d3168f3-99ba-46a2-865f-3e60fd30e30a,"One should not draw far-reaching conclusions from the use of this formula, e.g. that silver functioned only as standard of value in relation to items of a lower value, but not to gold.","One should not draw far-reaching conclusions from the use of this formula, e.g. that silver functioned only as standard of value in relation to items of a lower value, but not to gold.","AOATT, 1972.pdf",482,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation of the tablet's content.",I ma-na .TA 12 lı£ û-bu-lu URUDU ta-dci-nam | ı ma-na . TA ù I GfN . TA a-na ITU . KAM-im,page_text_ref,"The page text is in English and provides a general overview of the use of formulas in Old Assyrian texts, but it does not provide a direct translation of the tablet's content.",0,"AOATT, 1972.pdf||482||6d3168f3-99ba-46a2-865f-3e60fd30e30a"
11d2884e-bdda-e507-1bd2-94fdc7ef483c,"The text deals with the purchase of a house ; cf. line 6f. : ""You said : ""buy a house for me"".",The text deals with the purchase of a house.,"AOATT, 1972.pdf",486,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation of the tablet's content.",û-sa-i-il5 sa | û-sa pil-kà | a-na KÙ.BABBAR 19 20 ma-na ù e-li-is 20 a-tù-ul | a-na 6 Io ma-na ù e-li-is 7 i-jıa-ra-nim im-ta-ah-sa-ni | is-tù KÙ.BABBAR I GTJ û e-li-fis 26 sa-ba-at | ti-ib-nam û e-$ 39 sa Kù.BABBAR 1/3 ma-na e-li-is sa-ma-nim | su-ma 6 ma-na KÙ.BABBAR û e-1 i-is 19 lzu-sa-ya-am di-na,"The page text contains a translation of the tablet's content, but it is not a direct translation. The confidence level is 0.82.",,0,"AOATT, 1972.pdf||486||11d2884e-bdda-e507-1bd2-94fdc7ef483c"
11d2884e-bdda-e507-1bd2-94fdc7ef483c,"They asked much silver from us for the house, and we said: ""we will pay it jointly (? a-ha-is', cf. CAD A, 1, 166b, b)"".","They asked much silver from us for the house, and we said: ""we will pay it jointly"".","AOATT, 1972.pdf",486,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation of the tablet's content.",û-sa-i-il5 sa | û-sa pil-kà | a-na KÙ.BABBAR 19 20 ma-na ù e-li-is 20 a-tù-ul | a-na 6 Io ma-na ù e-li-is 7 i-jıa-ra-nim im-ta-ah-sa-ni | is-tù KÙ.BABBAR I GTJ û e-li-fis 26 sa-ba-at | ti-ib-nam û e-$ 39 sa Kù.BABBAR 1/3 ma-na e-li-is sa-ma-nim | su-ma 6 ma-na KÙ.BABBAR û e-1 i-is 19 lzu-sa-ya-am di-na,"The page text contains a translation of the tablet's content, but it is not a direct translation. The confidence level is 0.82.",,1,"AOATT, 1972.pdf||486||11d2884e-bdda-e507-1bd2-94fdc7ef483c"
11d2884e-bdda-e507-1bd2-94fdc7ef483c,"The line quoted can be translated with : ""we bargained a price of I mina less"" 5641","The line quoted can be translated with: ""we bargained a price of I mina less""","AOATT, 1972.pdf",486,page_text_ref,0.82,0.82,en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation of the tablet's content.",û-sa-i-il5 sa | û-sa pil-kà | a-na KÙ.BABBAR 19 20 ma-na ù e-li-is 20 a-tù-ul | a-na 6 Io ma-na ù e-li-is 7 i-jıa-ra-nim im-ta-ah-sa-ni | is-tù KÙ.BABBAR I GTJ û e-li-fis 26 sa-ba-at | ti-ib-nam û e-$ 39 sa Kù.BABBAR 1/3 ma-na e-li-is sa-ma-nim | su-ma 6 ma-na KÙ.BABBAR û e-1 i-is 19 lzu-sa-ya-am di-na,"The page text contains a translation of the tablet's content, but it is not a direct translation. The confidence level is 0.82.",,2,"AOATT, 1972.pdf||486||11d2884e-bdda-e507-1bd2-94fdc7ef483c"
5642660d-41de-4635-e221-2601db3000e5,"15 Minen Silber, die Ikûnum dem Amur-Samas schuldig geworden ist, und (worüber) Püsu-ken Bürge ist:","15 mines of silver, which Ikûnum owes to Amur-Samas, and (concerning which) Püsu-ken is guarantor:","APU, 1995.pdf",53,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but the relevant text is not in English.",1-ku-num a-na A-mur-dUTU | Pu-su-ke-en6 qâ-ta-tù-ni | Im-di-lim i-*na ta- raki si [sà ti *i]m,page_text_ref,"The relevant text is not in English, but it is partially useful for the tablet.",0,"APU, 1995.pdf||53||5642660d-41de-4635-e221-2601db3000e5"
5642660d-41de-4635-e221-2601db3000e5,die Urkunde mit dem Siegel des Pngu-ken und des Ikûnum ist im Haus des Imdilum unter den Aufzeich[nungen] und den Memora[nden] des Imdilum für die Hand des Puzur-[....] vorhanden.,The document with the seal of Pngu-ken and Ikûnum is present in the house of Imdilum among the records and memoranda of Imdilum for the hand of Puzur-[....].,"APU, 1995.pdf",53,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but the relevant text is not in English.",1-ku-num a-na A-mur-dUTU | Pu-su-ke-en6 qâ-ta-tù-ni | Im-di-lim i-*na ta- raki si [sà ti *i]m,page_text_ref,"The relevant text is not in English, but it is partially useful for the tablet.",1,"APU, 1995.pdf||53||5642660d-41de-4635-e221-2601db3000e5"
5642660d-41de-4635-e221-2601db3000e5,"Saklija, Sohn des • 0-Estar, Sohn des Napraka, und Mannum-ki-ABur, Sohn des Sü-Bélum, haben (sie) geprüft, und zum zweiten Mal haben Ili-bäni, Su'en-ré' i und Assur-nEu, die Söhne des Amur-Estar, Sohn des Amur-ili (sie) geprüft, und sie dann 19 unter die Memoranden (und) Aufzeichnungen abseits (?) der 21 geöffneten 20 Aufzeichnungen (und) der Doppelurkunden seines Vaters gelegt.","Saklija, son of • 0-Estar, son of Napraka, and Mannum-ki-ABur, son of Sü-Bélum, have (them) checked, and for the second time have Ili-bäni, Su'en-ré' i and Assur-nEu, the sons of Amur-Estar, son of Amur-ili (them) checked, and they then placed 19 under the memoranda (and) records apart (?) of the 21 opened 20 records (and) the double documents of his father.","APU, 1995.pdf",53,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but the relevant text is not in English.",1-ku-num a-na A-mur-dUTU | Pu-su-ke-en6 qâ-ta-tù-ni | Im-di-lim i-*na ta- raki si [sà ti *i]m,page_text_ref,"The relevant text is not in English, but it is partially useful for the tablet.",2,"APU, 1995.pdf||53||5642660d-41de-4635-e221-2601db3000e5"
23fbbdd6-1c00-d409-ff9d-2bd48e05bb56,sie (die Urkunde) beibringen.,they (the document) bring.,"APU, 1995.pdf",55,page_text_ref,0.82,0.82,de|en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation of the tablet's content.",be'ûlât PN | be'ûlätum inbezug auf den Pfändung | be'ulätum des Schuldners,page_text_ref,"The page contains a translation of the tablet's content, but it is not a direct translation. The translation is provided in both German and English.",0,"APU, 1995.pdf||55||23fbbdd6-1c00-d409-ff9d-2bd48e05bb56"
23fbbdd6-1c00-d409-ff9d-2bd48e05bb56,be'ûlât PN,the pledge of PN,"APU, 1995.pdf",55,page_text_ref,0.82,0.82,de|en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation of the tablet's content.",be'ûlât PN | be'ûlätum inbezug auf den Pfändung | be'ulätum des Schuldners,page_text_ref,"The page contains a translation of the tablet's content, but it is not a direct translation. The translation is provided in both German and English.",1,"APU, 1995.pdf||55||23fbbdd6-1c00-d409-ff9d-2bd48e05bb56"
23fbbdd6-1c00-d409-ff9d-2bd48e05bb56,be'ûlätum inbezug auf den Pfändung,the pledge in relation to the pledge,"APU, 1995.pdf",55,page_text_ref,0.82,0.82,de|en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation of the tablet's content.",be'ûlât PN | be'ûlätum inbezug auf den Pfändung | be'ulätum des Schuldners,page_text_ref,"The page contains a translation of the tablet's content, but it is not a direct translation. The translation is provided in both German and English.",2,"APU, 1995.pdf||55||23fbbdd6-1c00-d409-ff9d-2bd48e05bb56"
23fbbdd6-1c00-d409-ff9d-2bd48e05bb56,be'ulätum des Schuldners,the pledge of the debtor,"APU, 1995.pdf",55,page_text_ref,0.82,0.82,de|en,"This page is somewhat useful for understanding the context of the tablet, but it does not provide a direct translation of the tablet's content.",be'ûlât PN | be'ûlätum inbezug auf den Pfändung | be'ulätum des Schuldners,page_text_ref,"The page contains a translation of the tablet's content, but it is not a direct translation. The translation is provided in both German and English.",3,"APU, 1995.pdf||55||23fbbdd6-1c00-d409-ff9d-2bd48e05bb56"
3685b507-43f4-4c7b-bb90-a2dd60cbefe7,"Der Schreiber hat die: Verbindlichkeit
im Namen seines Chefs zurückgezahlt;",The scribe has paid the debt in the name of his chief.,"APU, 1995.pdf",64,page_text_ref,0.82,0.82,de|en,"This page is somewhat useful for the tablet, but the translation is not entirely reliable.",1 3 ma-na KÙ.BABBAR | fa a-na A-mur-A-fur | '/a ma-na KÙ.BABBAR si-ib-tum,page_text_ref,,0,"APU, 1995.pdf||64||3685b507-43f4-4c7b-bb90-a2dd60cbefe7"
3685b507-43f4-4c7b-bb90-a2dd60cbefe7,zur Tilgung mußte er erneut ein Darlehen aufnehmen.,He had to take out a loan again to pay it off.,"APU, 1995.pdf",64,page_text_ref,0.82,0.82,de|en,"This page is somewhat useful for the tablet, but the translation is not entirely reliable.",1 3 ma-na KÙ.BABBAR | fa a-na A-mur-A-fur | '/a ma-na KÙ.BABBAR si-ib-tum,page_text_ref,,1,"APU, 1995.pdf||64||3685b507-43f4-4c7b-bb90-a2dd60cbefe7"
3685b507-43f4-4c7b-bb90-a2dd60cbefe7,1 3 ma-na KÙ.BABBAR,1 3 minas of silver,"APU, 1995.pdf",64,page_text_ref,0.82,0.82,de|en,"This page is somewhat useful for the tablet, but the translation is not entirely reliable.",1 3 ma-na KÙ.BABBAR | fa a-na A-mur-A-fur | '/a ma-na KÙ.BABBAR si-ib-tum,page_text_ref,,2,"APU, 1995.pdf||64||3685b507-43f4-4c7b-bb90-a2dd60cbefe7"
3685b507-43f4-4c7b-bb90-a2dd60cbefe7,fa a-na A-mur-A-fur,to Amur-Aggur,"APU, 1995.pdf",64,page_text_ref,0.82,0.82,de|en,"This page is somewhat useful for the tablet, but the translation is not entirely reliable.",1 3 ma-na KÙ.BABBAR | fa a-na A-mur-A-fur | '/a ma-na KÙ.BABBAR si-ib-tum,page_text_ref,,3,"APU, 1995.pdf||64||3685b507-43f4-4c7b-bb90-a2dd60cbefe7"
3685b507-43f4-4c7b-bb90-a2dd60cbefe7,'/a ma-na KÙ.BABBAR si-ib-tum,1 mina of silver was given,"APU, 1995.pdf",64,page_text_ref,0.82,0.82,de|en,"This page is somewhat useful for the tablet, but the translation is not entirely reliable.",1 3 ma-na KÙ.BABBAR | fa a-na A-mur-A-fur | '/a ma-na KÙ.BABBAR si-ib-tum,page_text_ref,,4,"APU, 1995.pdf||64||3685b507-43f4-4c7b-bb90-a2dd60cbefe7"
54c43a52-f925-4ea6-ad4e-94d4ac474c1b,1 ša-ḫi-re-en a-na <gap> 1 ša-ḫi-re-en a-na <gap> 1 ša-ḫi-re-en a-na a-šur-{d}UTU-ši DUMU lá-qé-pì-im ù 10 GÍN KÙ.BABBAR a-na am-tí-šu ú šé-bu-lá-tim ša É e-mì-šu ša a-šur-{d}UTU-ši,"1 ša-ḫi-re-en to <gap> 1 ša-ḫi-re-en to <gap> 1 ša-ḫi-re-en to Assur-{d}UTU-ši son of Lá-qé-pì-im and 10 shekels of silver to his brother, with the seals of the city of his father, Assur-{d}UTU-ši","APU, 1995.pdf",80,page_text_ref,0.82,0.82,en,"This page is partially useful for the translation of the tablet, but it contains many gaps and unclear text.",a-šur-{d}UTU-ši | DUMU lá-qé-pì-im | šé-bu-lá-tim | É e-mì-šu,"The page contains a translation of the tablet, but it is not complete and contains many gaps.","The translation was extracted from the page text, but it is not entirely reliable due to the unclear text and gaps.",0,"APU, 1995.pdf||80||54c43a52-f925-4ea6-ad4e-94d4ac474c1b"
307d0878-6a8d-4766-9a73-8f71dde76070,hat Assur-täb zu [PN] und Assur-ma[lik gebracht].,has brought Assur-täb to PN and Assur-ma[lik].,"APU, 1995.pdf",80,page_text_ref,0.82,0.82,de|en,This page is partially useful for the translation of the tablet.,zu E-[...] | zu [...] | zu [...]-ha habe ich anvertraut.,"The page contains a translation of the tablet, but it is not entirely reliable due to the presence of gaps and unclear text.","The translation is mostly accurate, but some parts are unclear or missing.",0,"APU, 1995.pdf||80||307d0878-6a8d-4766-9a73-8f71dde76070"
307d0878-6a8d-4766-9a73-8f71dde76070,zu E-[...],to E-[...],"APU, 1995.pdf",80,page_text_ref,0.82,0.82,de|en,This page is partially useful for the translation of the tablet.,zu E-[...] | zu [...] | zu [...]-ha habe ich anvertraut.,"The page contains a translation of the tablet, but it is not entirely reliable due to the presence of gaps and unclear text.","The translation is mostly accurate, but some parts are unclear or missing.",1,"APU, 1995.pdf||80||307d0878-6a8d-4766-9a73-8f71dde76070"
9d7453cc-d067-4b9e-967a-c2d1dd465183,2 Minen Silber hat Kura erhalten.,2 minas of silver has Kura received.,"APU, 1995.pdf",110,page_text_ref,0.82,0.82,de|en,"This page is partially useful for the tablet, but some parts are unclear or damaged.",4 GÍN.TA KÙ.BABBAR a-di ú-ul-ma-a | a-na ša-ṭa-dam áš-qúl | 1 GÍN a-dì ú-ul-ma ik-šu-ud-ni-a-tí,page_text_ref,"The page contains a translation for the tablet, but some parts are unclear or damaged.",0,"APU, 1995.pdf||110||9d7453cc-d067-4b9e-967a-c2d1dd465183"
