run_id,timestamp_utc,oare_id,status,reason,expected_clue_rows,produced_pairs,accepted_first_pass_pairs,rejected_not_substring,rejected_duplicate,rejected_order,rejected_overlap,second_pass_added_pairs,second_pass_error,leftover_source_text,leftover_target_text
20260323T164546Z,2026-03-23T17:08:00.285040+00:00,42b7176d-4c2c-4f23-b857-217524676d4c,completed,ok,15,0,0.0,0.0,0.0,0.0,0.0,0.0,Model response was not valid JSON,a-na ì-lí-ba-ni ù ku-li-a qí-bi-ma um-ma a-šùr-e-nam-ma i-na ša-lá-tí-wa-ar 0.8333 ma-na KÙ.BABBAR ku-nu-ki-šu ku-li-a i-dí-nam-ma a-na wa-aḫ-šu-ša-na a-na ṣé-ri-kà ub-lam-ma um-ma a-na-ku-ma a-ma KÙ.BABBAR i-na ku-nu-ki ša ku-li-a áp-qí-da-ku-um KÙ.BABBAR ša a-šu-mì ku-li-a ša-du-a-tám kà-ra-am ta-pu-lu um-ma a-ta-ma ke-na a-pu-ul KÙ.BABBAR IGI a-šùr-lá-ma-sí DUMU a-šur-ma-lik ú šu-iš-ḫa-ra DUMU e-na-sú-in li-me-e ri-ik-sà-am áp-qí-da-kum mì-nam a-na É a-bi₄-a al-qé-ma a-ḫu-kà i-tù-ra-am i-na al tí-im-ni-e ta-am-ḫu-ri-ma IGI e-na-sú-in DUMU i-sú-rik₁₃ ù IGI ú-zu-a DUMU ku-ku-lá-nim ta-áš-e-li-ma um-ma a-ta-ma i-nu-mì KÙ.BABBAR ku-nu-ki ša a-ḫi-a tù-šé-bi₄-lá-ni ma-num li-mu-um um-ma a-na-ku-ma a-šùr-lá-ma-sí ú šu-iš-ḫa-ra li-mu-ú ù ma-aḫ-ri-šu-nu-ma KÙ.BABBAR áp-qí-da-kum ú-ṣur-ša-IŠTAR DUMU da-da-a i-na né-eḫ-ri-a aṣ-ba-at-ma 1 ma-na ší-a-ma-tí-šu a-na 4 ma-na KÙ.BABBAR i-tù-ur-šu-ma a-wa-atni,"To Ilī-bāni and Kuliya, say, this is what Aššur-ennam says: In Šalatiwar Kuliya gave me 0.8333 mina of silver under his seal. I brought it to Wahšušana to you and I said: Herewith I entrust to you the silver under the seals of Kuliya. It is the silver you promised to pay the as -tax on behalf of Kuliya."" You said: ""Yes, I promised it."" In the presence of Aššur-lamassī, son of Aššur-mālik and of Šu-Išhara, son of Ennam-Suen, the <gap>. I entrusted the packet to you. What did my paternal house that your brother came back on me? In Al-Timniyē you approached me and in the presence of Ennam-Suen, son of Issūrik, and of Uzua, son of Kukkulānum, you interrogated me, saying: ""When you had me bring the silver with my brother's seals, who was then ?"" I answered: ""Aššur-lamassī and Šu-Išhara were the, and it was in their presence that I entrusted you the silver."" I seized Uṣur-ša-Ištar, son of Dadaya, in Nehriya and merchandise of his worth 1 mina had become 4 minas of silver for him and so our affair was . I booked 1 mina of silver as due by him. <gap> silver Iddin-Aššur, son of Šu-Bēlum, promised me <gap>. He will send me the silver from what will (come in) from Mamma or from Tegra<ma>. <gap> and by witnesses <gap> which he promised <gap> due by Aššur-bāni, of <gap> which <gap> I myself gave him will be convered into <gap>"""
20260323T164546Z,2026-03-23T17:08:29.840288+00:00,42bf73e2-3abe-49ce-9950-2c4246131e52,llm_error,Model response was not valid JSON,16,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:08:45.249569+00:00,4359bb9c-25a6-4c10-98df-e9166adea494,completed,ok,2,0,0.0,2.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:09:13.918886+00:00,4633e49c-6469-4b90-a381-a9853f1c0b9f,llm_error,Model response was not valid JSON,5,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:09:16.949894+00:00,46417fef-8c27-4092-a5a6-b3dec29c34f2,completed,ok,2,2,2.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T164546Z,2026-03-23T17:09:46.384367+00:00,465b16eb-99f2-4abe-a9d3-164c9d0f2070,llm_error,Model response was not valid JSON,12,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:10:15.196242+00:00,476e6eef-f0a4-44fd-b3f8-65e6337a9a51,llm_error,Model response was not valid JSON,8,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:10:44.367610+00:00,4780f8e1-2abb-4ce1-9f17-a6b21ba8819c,llm_error,Model response was not valid JSON,7,0,,,,,,,,,
20260323T164546Z,2026-03-23T17:11:10.579546+00:00,4871d3be-b7b2-4953-8ef1-f227902488da,completed,ok,7,4,4.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T171234Z,2026-03-23T17:12:44.238037+00:00,009fb838-8038-42bc-ad34-5f795b3840ee,completed,ok,3,3,3.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T171234Z,2026-03-23T17:12:55.155474+00:00,0126cd13-acf7-4cd5-8373-f1e7b54d824e,llm_error,"Error code: 429 - {'error': {'message': 'Rate limit exceeded.', 'type': 'rate_limit_exceeded_error'}, 'message': 'Rate limit exceeded.', 'status_code': 429}",7,0,,,,,,,,,
20260323T171234Z,2026-03-23T17:13:02.822876+00:00,041c9029-8f6f-40f8-989b-77a75878221c,completed,ok,1,3,3.0,0.0,0.0,0.0,0.0,0.0,,,
20260323T172430Z,2026-03-23T17:24:37.036001+00:00,0126cd13-acf7-4cd5-8373-f1e7b54d824e,completed,ok,7,1,1.0,0.0,0.0,0.0,0.0,0.0,,"s rest of transliteration after ""a-na a-wa-tim né-ru-ub-ma""","resources after ""We entered Šalim-Aššur's house to settle the case,"""
20260323T172430Z,2026-03-23T17:25:06.210364+00:00,091abe17-bf55-4912-b402-15442365622a,llm_error,Model response was not valid JSON,1,0,,,,,,,,,
20260323T172430Z,2026-03-23T17:25:36.164377+00:00,099eb63c-4a3c-4bca-baf4-705a46083a49,llm_error,Model response was not valid JSON,11,0,,,,,,,,,
20260323T172430Z,2026-03-23T17:25:46.006546+00:00,11672d83-b960-4dad-8399-05c077aead07,completed,ok,11,0,0.0,0.0,0.0,0.0,0.0,0.0,,um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il₅ da-tim ku-li-a ší-ip-ri-ni wa-bar-tim ša ku-bur-na-at ḫa-na-ak-na-ak ú tí-iš-mur-na TUR GAL qí-bi₄-ma i {d}UTU-ši ṭup-pì-ni ta-ša-me-a-ni GÍR ša a-šur IGI ku-li-a ší-ip-ri-ni šé-ṣí-a-ma ma-ma-an a-ma-kam KÙ.AN na-áš-ú lu a-na ší-mì-im a-na É.GAL-lim i-dí-nu lu a-dí-ni lá i-dí-in-ma na-ší 10-tim ša KÙ.AN ú ša-du-a-sú 1 ma-na-um 3 GÍN KÙ.BABBAR ša-ás-qí-lá-ma ku-li-a i pá-ni-šu-nu lu-ub-lam šu-ma i-qá-bi₄ um-ma šu-ut-ma KÙ.AN ša a-wi-lim ša NÍG.KA-sí 10-tim ú ša-du-a-sú le-qé-a-ma ša ba-ri-ni li-li-kam-ma GÍR ša a-šur li-it-ma-ma ša-du-a-sú nu-ta-ar ni-ša-me-ma 30 ANŠE tù-i-mu-um DUMU a-šùr{ki} ḫa-ra-an sú-qí-nim ú-šé-ri-ba-am lá tù-i-mu-um ma-ma-an ḫa-ra-an sú-ki-nim e-ma-re sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im ú-šé-li-am GÍR ša a-šur šé-ṣí-a-ma a-ḫu-um pá-ni a-ḫi-im ú-lá ú-ba-al 1 ma-na um 3 GÍN KÙ.BABBAR ša,"Thus Kaniš, say to the datu-payers, our messenger Kuliya, the plenary of Kuburnat hanaknak and Tišmurna: As soon as you hear our letter, produce the dagger of Assur in the presence of our messenger Kuliya and whoever over there carries meteoric iron, whether he has already sold it to a palace or has not yet sold it and still carries it, make him pay the tithe on the meteoric iron and his -tax of 3 shekels of silver per mina. Let Kuliya personally(!) bring it here. If one protests and declares: The meteoric iron belongs to a man with an account, still take the tithe and his -tax and let come here to swear an oath by Aššur's dagger then we will give his -tax back. We hear that an Assyrian, Tūʾimum, has brought in 30 donkeys by way of the -road. Not just Tūʾimum, but anybody who has brought in a loaded donkey by way of the -road in order to do buisness there, or if an inhabitant of a has brought up (goods) - produce the dagger of Aššur and people shall not spare eachother! Charge everyone his -tax at arate of 3 shekels of silver per mina, and make him pay the silver and let Kuliya personally(!) bring it here. If somebody protests, saying: I will go clear myself in Kanesh, (still) make him pay the silver and let him come here afterwards in order to clear accounts with us. Take care that our messanger Kuliya is not delayed. Make people pay the silver, don't allow them to make trouble there!"
20260323T172430Z,2026-03-23T17:26:16.763299+00:00,132bb95c-07f6-4ef2-a8ff-ee8a54fbc1d5,completed,ok,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,SIG₅-pì-a-šur-ma <gap> ta-áš-pu-ra-am um-ma a-ta-ma 8 GÍN.TA AN.NA-kà ta-dí-in 1 TÚG a-bar-ni-am a-na 0.5 ma-na 0.3333 GÍN ta-dí-in a-na ša-nim 0.3333 ma-na 5 GÍN ú-kà-lu-ú KÙ.BABBAR 0.3333 ma-na 1 GÍN ší-im TÚG.ḪI.A 21 ma-na URUDU e-zi-ba-ku-nu-tí-ni KÙ.BABBAR ub-lá-ku-nu-tí-ni KÙ.BABBAR ḫa-bu-lá-ku-nu KÙ.BABBAR ṭup-pì šé-ṣí-a-ma ṭup-pá-am li-it-a-ma li-be ṭup-pì-a id-a a-ba-a e-ma-ru,"You wrote as follows: Your tin was sold at the rate 1:8. 1 Abarnian textile was sold for 0.5 mina 0.3333 shekel. For the second one they offer 0.3333 mina 5 shekels."" As to both the 0.3333 mina 1 shekel of silver, the price of a textile, the 21 minas of copper that I left with you, as well as the silver that Abaya brought to you, the silver that I owe to Ṭāb-ṣill-Aššur - pay the silver, take out my tablet, split the tablet and place it among my other tablets. Abaya and Mezitānum and the donkeys <gap>"
20260323T172430Z,2026-03-23T17:26:24.736263+00:00,14b6f3ac-433a-4c1e-a029-cbb28750364b,completed,ok,1,3,1.0,0.0,0.0,0.0,0.0,2.0,,um-ma MAN-a-šur-ma a-na KÙ.BABBAR ša a-na DAM.GÀR ḫa-bu-lá-ku-ni ḫa-ra-kà e ib-ší-ma DAM.GÀR ṣí-ib-tám i-na ṣé-ri-a e il₅-qé-ma i-na ṣé-er DAM.GÀR e ú-ri-i-qú-ni a-ḫi a-ta a-dí ša ḫa-ra-an sú-qí-nim tí-ir-ta-ak-kà a-na pá-ni-a li-li-kam-ma ki-ma ša-lu-um KÙ.BABBAR ša DAM.GÀR le-pu-uš 1 ma-na KÙ.BABBAR i-n a qé-er-bi₄-ma ša 5 GÍN KÙ.BABBAR sà-ḫe-er-tám a-na pá-ni a-na ḫa-ḫi-im šé-bi₄-lam mì-šu ša áš-ta-na-me-ú-ma am-tí a-dí-ni i-na wa-áš-ḫa-ni-a lu áš-ba-at-ni-ma a-ta ta-áš-ta-pu-ú a-lá a-ḫi-im ú lá a-wi-lim a-ta-áš-kà-an a-ḫi a-ta am-tí šu-pur-ma li-ir-dí-ú-nim a-na ḫa-ar-pé,"With the silver I owe to the merchant there must not be any caravan trip for you, so the merchant does not take interest on my account, and they must not alienate me from the merchant. My dear brother, send me word concerning the matter of the Narrow Track, so I can act to safeguard the merchant's silver. There is 1 mina of silver, but of that send me small goods worth 5 shekels of silver to hahhum. Why is it that I keep hearing that my maid is still staying in Wašhaniya and that you keep silent about it? I am treated like a non-brother and a non-gentleman. My dear brother, write about my maid so they lead her to me before harvest."
