text_uuid,sentence_uuid,sentence_obj_in_text,line_number,first_word_transcription,first_word_transcription_clean,translation,translation_clean,split,provenance,trust_weight
c92a76d1-69ce-db83-50f6-6edad8d74530,c9db71ef-b370-4190-8afa-6a3122f4530d,49,8.0,,,I initiated legal proceedings against Ennam-Aššur in Waḫšušana and I did not sell to him because he would not pay (the?) silver.,I initiated legal proceedings against Ennam-Aššur in Waḫšušana and I did not sell to him because he would not pay (the?) silver.,train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,1a59d41d-38b8-4267-a8cf-409f4897c23c,66,10.0,ana,ana,"I arrived in Puršḫattum and because the muṣium(?) was paying poor quality silver, I said, ""Do not sell under any circumstances sell it to just anyone (a commoner?).""","I arrived in Puršḫattum and because the muṣium(?) was paying poor quality silver, I said, ""Do not sell under any circumstances sell it to just anyone (a commoner?).""",train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,adb170e9-25a7-464e-81a1-78d1b62effda,91,16.0,,,"The colony heard and they said, ""Until m. do not xxx . Do not sell it to anyone.""","The colony heard and they said, ""Until m. do not xxx . Do not sell it to anyone.""",train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,3d499a13-723d-4849-bd01-d420bb09187a,111,19.0,,,There is a verdict of the colony.,There is a verdict of the colony.,train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,a80cd558-5bd5-4f2a-b79b-ad11ca1b5f64,116,20.0,,,I enquired of Ennam-Aššur and Idī-Kūbī.,I enquired of Ennam-Aššur and Idī-Kūbī.,train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,e0ca20c6-424f-4dd2-9fc7-56c0682a4af8,124,22.0,,,"They said, ""Send the amūtam-mineral to Ḫartu.""","They said, ""Send the amūtam-mineral to Ḫartu.""",train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,5eaa0c36-5166-41f7-afb7-11a8304376b9,134,24.0,,,"But you would say ""A witness should come to the messengers!"" (or?) ""He should send it to you!""","But you would say ""A witness should come to the messengers!"" (or?) ""He should send it to you!""",train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,3b690b40-c1b1-4a49-9781-ba1a0b8bc0bb,150,27.0,,,"I took the amūtum-mineral to the man and afterwards, when he had sold it(?), he said, ""Let me refine it.""","I took the amūtum-mineral to the man and afterwards, when he had sold it(?), he said, ""Let me refine it.""",train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,a0e9b5b4-dcfe-4712-9397-a9979798dc98,166,31.0,,,"I said, ""I will not give you permission to refine it.""","I said, ""I will not give you permission to refine it.""",train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,3b15cf0c-dff0-438c-89bb-f8b7ff214c29,178,33.0,,,"He said, ""Let me refine if after you depart so that if it turns for worse, my lord will acquire bad will towards him and me.""","He said, ""Let me refine if after you depart so that if it turns for worse, my lord will acquire bad will towards him and me.""",train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,4c436e13-a856-4a2a-8b0d-ed34b98ab512,207,38.0,,,He refined the amūtum and 2/3 mina in lumps came up.,He refined the amūtum and 2/3 mina in lumps came up.,train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,239d8af2-93f7-42d1-bd41-fa7ff39443b0,218,41.0,,,Both from the refining and the tithe(?) he/it ... losses of 4 shekels.,Both from the refining and the tithe(?) he/it ... losses of 4 shekels.,train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,fa4fedf1-8549-46b3-bbad-befc01a3acc5,234,43.0,,,I promised you an 8 shekel rate in gold for the rest of the amūtum-mineral.,I promised you an 8 shekel rate in gold for the rest of the amūtum-mineral.,train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,f0fa4540-609f-4cd7-b13c-8f8a74c0ad3b,247,45.0,,,"I said, ""It is too little.""","I said, ""It is too little.""",train,gold_sentence_targets,1.0
c92a76d1-69ce-db83-50f6-6edad8d74530,fb81b7bf-aff0-4481-b288-a345aa2e01c6,253,46.0,,,...,...,train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,0c14037f-b14a-4b1b-843a-25fb9ebb60fb,3,1.0,ana,ana,"To PN, PN, PN, etc. from Pūšu-kēn:","To PN, PN, PN, etc. from Pūšu-kēn:",train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,3ffdf4c5-591e-4ea4-8180-a1e1f105edf9,19,3.0,ana,ana,To PN:,To PN:,train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,fd4d809b-2902-4ea4-b1c9-212cabb357df,24,4.0,miššu,miššu,Why is it that you wrote me (thus),Why is it that you wrote me (thus),train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,9973c444-292a-464b-b2ab-b09246fdfd55,74,11.0,šîtti,šîtti,I took the remainder of the your cash--17 1/2 shekels gold.,I took the remainder of the your cash--17 1/2 shekels gold.,train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,26e57701-f4da-4dfc-a11f-06fb3ea7e964,85,12.0,u,u,"Now, when ... to the king (?), you received 2 minas silver for the sawirum of Šalim-Ḫani","Now, when ... to the king (?), you received 2 minas silver for the sawirum of Šalim-Ḫani",train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,1d8e714a-8556-432b-88b7-1e26f3958922,102,15.0,nikkassē,nikkassē,"We settled accounts and there made good your goods to you, thus you must set out and come here.","We settled accounts and there made good your goods to you, thus you must set out and come here.",train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,93f1df68-5f3d-47a9-a862-bffed4796402,114,18.0,,,The ..rum is available in your house.,The ..rum is available in your house.,train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,ad29cc6f-ea50-4006-91cf-1fff11d4dc45,120,19.0,ammākam,ammākam,It is available in my house there.,It is available in my house there.,train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,619e9680-2c5c-473d-871d-2459c624c258,126,20.0,,,I retain that corresponding ...šum here.,I retain that corresponding ...šum here.,train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,4d8b262b-83e6-4589-bc0e-a23640758158,133,22.0,nikkassē,nikkassē,We settled accounts.,We settled accounts.,train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,e6d86272-57a0-4f8a-9f95-e62826c8fa67,172,29.0,Aššur,Aššur,May Assur and your god witness that at an 8 shekel rate ... (not a x shekel rate?) the pašallam gold the son of Papali ...!,May Assur and your god witness that at an 8 shekel rate ... (not a x shekel rate?) the pašallam gold the son of Papali ...!,train,gold_sentence_targets,1.0
5059d304-0924-76f6-2142-44da234fe324,0270ad28-0a23-4699-a122-dd5604667d14,194,33.0,umma,umma,"I said, ""He must not be angry.","I said, ""He must not be angry.",train,gold_sentence_targets,1.0
5c779b6e-e6b3-cc46-3cd9-83fe7944fdb9,4d8ff1a2-ef80-464c-a11d-f21e56964c6c,3,1.0,ana,ana,To Aššur-nādā and Kukkulānum from Kurub-Ištar:,To Aššur-nādā and Kukkulānum from Kurub-Ištar:,train,gold_sentence_targets,1.0
5c779b6e-e6b3-cc46-3cd9-83fe7944fdb9,78cce882-b13b-4454-b5b3-250db90e24ae,16,3.0,,,You have written as follows:,You have written as follows:,train,gold_sentence_targets,1.0
5c779b6e-e6b3-cc46-3cd9-83fe7944fdb9,67b4cdfb-696b-40e8-bedd-53cfe26e67b9,20,5.0,,,"""Aššur-lamassī and Azutaya have entrusted on commission 63 ","""Aššur-lamassī and Azutaya have entrusted on commission 63",train,gold_sentence_targets,1.0
5c779b6e-e6b3-cc46-3cd9-83fe7944fdb9,f5720a09-cfb8-4314-b14c-378285e9c48e,36,8.0,,,"Assist Aššur-nāda there, so that Azutaya' s servant entrusts to Aššur-nādā whatever textiles Aššur-lamassī and Azutaya had entrusted on commission (to others), and Aššur-nādā should then give him a tablet bearing his seal.","Assist Aššur-nāda there, so that Azutaya' s servant entrusts to Aššur-nādā whatever textiles Aššur-lamassī and Azutaya had entrusted on commission (to others), and Aššur-nādā should then give him a tablet bearing his seal.",train,gold_sentence_targets,1.0
5c779b6e-e6b3-cc46-3cd9-83fe7944fdb9,256b6d27-b419-41be-b655-eee682c963ff,61,18.0,,,Also the ,Also the,train,gold_sentence_targets,1.0
5c779b6e-e6b3-cc46-3cd9-83fe7944fdb9,7103dc6d-c838-4a01-99ae-08215a149f47,70,21.0,,,"My dear brothers, seize there on top of these goods whatever outstanding 'credits there are, whatever ready merchandise there is as well as any of his merchandise you may hear of,  and only then send me word ...","My dear brothers, seize there on top of these goods whatever outstanding 'credits there are, whatever ready merchandise there is as well as any of his merchandise you may hear of, and only then send me word ...",train,gold_sentence_targets,1.0
5c779b6e-e6b3-cc46-3cd9-83fe7944fdb9,000d645b-5e29-45af-b7f9-505d14de0d14,93,29.0,,,"Inform me whether they have taken anything, either from the outstanding claims or from the merchandise.","Inform me whether they have taken anything, either from the outstanding claims or from the merchandise.",train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,a03f0541-83ea-4156-800e-0632a08ace02,3,1.0,,,Šalim-aḫum to Pūšu-kēn:,Šalim-aḫum to Pūšu-kēn:,train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,3ddf3a1d-3580-4a63-a5e3-f8770dd6acd9,12,3.0,,,Why is it that Puzur-Ištar answered you (in that way?).,Why is it that Puzur-Ištar answered you (in that way?).,train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,b61230c5-73fc-483c-87c2-fbd75b09677d,17,5.0,,,"He (had) said, ""At the arrival of my goods I will pay.""","He (had) said, ""At the arrival of my goods I will pay.""",train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,73fd3cd5-981e-4955-8616-ca8894b35ef7,28,7.0,,,"Now if the wind carried off his textiles, how am I liable?","Now if the wind carried off his textiles, how am I liable?",train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,b93da70a-e15e-4ec9-8cb5-417be13c939c,38,11.0,,,You did a favor for Aššur-mālik.,You did a favor for Aššur-mālik.,train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,32870d5c-0c00-46c8-a89c-7b43a8e74aef,45,13.0,,,You caused his silver to be paid.,You caused his silver to be paid.,train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,8f600c9a-a3c6-43aa-9244-a05a3b8b4255,47,14.0,,,Mine you did not cause to be paid!,Mine you did not cause to be paid!,train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,174ec0a3-e498-43b2-858d-baa01b1711cb,52,16.0,,,"My dear brother, on the day which you read this tablet, seize him and case him to pay the gold.","My dear brother, on the day which you read this tablet, seize him and case him to pay the gold.",train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,3e3797c4-2001-47b6-9d92-7ace18291674,70,21.0,,,My gold is the excise-tax.,My gold is the excise-tax.,train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,941c3aa1-111a-4b45-91d7-7129a8100022,73,22.0,,,"As for his certified tablet, I retain it here. ","As for his certified tablet, I retain it here.",train,gold_sentence_targets,1.0
ab0ca721-5fe0-725e-fda0-7701a7a959b6,ba0dda90-1252-4111-9d54-df1682e8bd6e,79,24.0,,,"If he makes excuses (lit. says anything), take a binding agreement for him so that you cause him to pay the gold and send it to me immediately.","If he makes excuses (lit. says anything), take a binding agreement for him so that you cause him to pay the gold and send it to me immediately.",train,gold_sentence_targets,1.0
a658fd2f-0163-7778-999c-bfab8ef4343d,c0f06210-d88c-48c8-bd1e-c4c182d27762,3,1.0,ana,ana,To Pūšu-kēn from Sueyya:,To Pūšu-kēn from Sueyya:,train,gold_sentence_targets,1.0
a658fd2f-0163-7778-999c-bfab8ef4343d,ef245934-bbc1-473a-ba18-3ece864b150f,12,4.0,,,Teach (me?) the scribal arts!,Teach (me?) the scribal arts!,train,gold_sentence_targets,1.0
a658fd2f-0163-7778-999c-bfab8ef4343d,e4b9f216-e91f-4b00-83aa-e98b83baa933,15,5.0,,,We are (supposed to be?) learned.,We are (supposed to be?) learned.,train,gold_sentence_targets,1.0
a658fd2f-0163-7778-999c-bfab8ef4343d,8b2808cc-cd39-46bf-8a9c-e8eb1db6a5e8,17,6.0,,,Send anepattum-garment to my teacher.,Send anepattum-garment to my teacher.,train,gold_sentence_targets,1.0
a658fd2f-0163-7778-999c-bfab8ef4343d,3fd501af-c0b3-4c2d-a8e6-e30cb5f032dd,23,8.0,,,"And (why is it?) you never say, ""I shall send a shekel of silver to my son.""","And (why is it?) you never say, ""I shall send a shekel of silver to my son.""",train,gold_sentence_targets,1.0
a658fd2f-0163-7778-999c-bfab8ef4343d,329eb623-2883-4767-b57c-dcc47887379a,42,13.0,,,"If you are delayed, let your message come so that I may come.","If you are delayed, let your message come so that I may come.",train,gold_sentence_targets,1.0
39c3f9a0-40bf-310a-4a20-adce7e75bdd8,f7f59549-68e1-4afb-8046-c00372fe2910,3,1.0,ana,ana,To Aššur-nādā from Iddin-Ištar:,To Aššur-nādā from Iddin-Ištar:,valid,gold_sentence_targets,1.0
39c3f9a0-40bf-310a-4a20-adce7e75bdd8,20f81bc4-2e26-484c-99cc-05707c343231,12,3.0,,,5 shekels of pašallu-gold under my seal Ikuppia son of Daya is bringing to you.,5 shekels of pašallu-gold under my seal Ikuppia son of Daya is bringing to you.,valid,gold_sentence_targets,1.0
39c3f9a0-40bf-310a-4a20-adce7e75bdd8,56636863-6d1c-4a3a-8724-2e95cf277d11,28,8.0,,,"My dear father, make a sacrifice before your god and bless me.","My dear father, make a sacrifice before your god and bless me.",valid,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,7c5e6af1-528a-4b6e-a30a-a784b722c940,3,1.0,ana,ana,To Šū-Ḫubur from Pūšu-kēn:,To Šū-Ḫubur from Pūšu-kēn:,train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,7af36b2a-7f17-4e09-96b2-32c474e10400,12,2.0,,,You wrote me.,You wrote me.,train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,6b7e21ab-293f-4e05-bf4a-5bce1784ac1a,14,3.0,,,"(You said,) ""Send up the goods of Ik","(You said,) ""Send up the goods of Ik",train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,cff25aa7-2afc-429e-a716-ba2c4c3013b2,22,4.0,,,The man cannot make his thirds.,The man cannot make his thirds.,train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,fabfa5fb-d311-4340-9596-08b9c8191512,30,5.0,,,"(Write?) to me the gold, both your own and that of the house of your father, as much falls to you as a share, so that I may take your tablet and take as much as I am able.","(Write?) to me the gold, both your own and that of the house of your father, as much falls to you as a share, so that I may take your tablet and take as much as I am able.",train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,2924bba4-d130-4098-9e81-9c7f76906b3c,55,9.0,,,"Concerning the tin, a talent, and four textiles-I took their price in silver and we ... , and for one talent 3 minas tin at 7 shekels rate, its silver was 9 minas.","Concerning the tin, a talent, and four textiles-I took their price in silver and we ... , and for one talent 3 minas tin at 7 shekels rate, its silver was 9 minas.",train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,d286bf2f-4a61-4889-a669-2c0670a11f6a,91,13.0,,,Altogether the price of the 4 textiles at 15 shekels each was 1 mina (silver).,Altogether the price of the 4 textiles at 15 shekels each was 1 mina (silver).,train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,772699e2-741d-4cb8-b1f9-6a495c0c9392,104,14.0,,,"10 minas silver, thereof, I took 8 minas.","10 minas silver, thereof, I took 8 minas.",train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,d3dafb88-30ec-4713-9900-1431ac8a62b6,115,15.0,,,He will pay me the (remaining) two minas (in?) Zalpa after his return.,He will pay me the (remaining) two minas (in?) Zalpa after his return.,train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,452c012e-c2e2-43d9-8e43-9da347de395d,126,17.0,,,"From the 5(?) minas silver, I/the representative of Lālum will return x minas silver to the representatives of Lālum/me. (?)","From the 5(?) minas silver, I/the representative of Lālum will return x minas silver to the representatives of Lālum/me. (?)",train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,15a10c68-d8e5-459c-a6fd-254ff6c4b833,148,20.0,,,You wrote me.,You wrote me.,train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,429db672-6b22-4413-bb3b-d1ed4464eb85,150,20.0,,,"You said, ""Regarding  the 1 mina gold I released to Ennam-Aššur ...""","You said, ""Regarding the 1 mina gold I released to Ennam-Aššur ...""",train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,19f3c1e8-3254-4b0d-a820-263dd707b7bc,166,22.0,,,"In addition to the mina which you gave to him there, (there is) also 45 shekels silver and 6 minas tin which he owes.","In addition to the mina which you gave to him there, (there is) also 45 shekels silver and 6 minas tin which he owes.",train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,79e739fd-bdd6-4856-8057-33a9166ef21d,197,26.0,,,"From the silver of Lālum which I received, I took 1 2/3 minas silver, and also gathered 1/3 minas silver from your silver and I gave him 2 minas silver and also 3 minas 55 shekels silver for the 1 minas of gold I added(?) to him.","From the silver of Lālum which I received, I took 1 2/3 minas silver, and also gathered 1/3 minas silver from your silver and I gave him 2 minas silver and also 3 minas 55 shekels silver for the 1 minas of gold I added(?) to him.",train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,fbe3681f-85ef-494e-b933-f6e0b874d4c0,249,32.0,,,Dān-Aššur brings to you the remainder of your silver: 6 minas silver.,Dān-Aššur brings to you the remainder of your silver: 6 minas silver.,train,gold_sentence_targets,1.0
8b5b76d4-1bcf-7230-ea70-3d55b691656d,f05d7502-e814-4bd4-a530-cb54c3676385,262,34.0,,,"Regarding Ikūnum, let your instructions come from the city with the first traveller so that I (can bring) as much as I can raise in my cargo.","Regarding Ikūnum, let your instructions come from the city with the first traveller so that I (can bring) as much as I can raise in my cargo.",train,gold_sentence_targets,1.0
05acc71d-b589-1464-ea3b-7280b953a06e,53ef4bc1-afd5-4bbc-8307-66096483a6ea,3,1.0,,,"From Amur-Ištar to Azunaya, Ennam-Aššur, and Aršiaḫ; specifically to Ennam-Aššur:","From Amur-Ištar to Azunaya, Ennam-Aššur, and Aršiaḫ; specifically to Ennam-Aššur:",train,gold_sentence_targets,1.0
dca71c0c-92d7-2700-5750-dc2edd5557fd,f70ae13a-5436-47de-87c7-07cb383555b2,3,1.0,Šu-Suen,Šu-Suen,"Šū-Suen went to the city and  the son of Ennamānum seized him and he said, ""When your time is expired, the ","Šū-Suen went to the city and the son of Ennamānum seized him and he said, ""When your time is expired, the",train,gold_sentence_targets,1.0
dca71c0c-92d7-2700-5750-dc2edd5557fd,471ed67d-1d6b-4e5f-bfa2-9541730ec393,28,9.0,manā,manā,"We repaid the 5 minas silver on behalf of Šū-Suen and when his term expired, the son of Ennamānum came and we paid him about 2 minas silver from teh matter of Šū-Suen and we said, ""Take the silver from a merchant house on interest and we ourselves will pay you the silver and its interest.""","We repaid the 5 minas silver on behalf of Šū-Suen and when his term expired, the son of Ennamānum came and we paid him about 2 minas silver from teh matter of Šū-Suen and we said, ""Take the silver from a merchant house on interest and we ourselves will pay you the silver and its interest.""",train,gold_sentence_targets,1.0
dca71c0c-92d7-2700-5750-dc2edd5557fd,a8f5b726-0cda-4881-9e5f-acd5e393003f,66,22.0,ina,ina,We paid 3 minas silver and its interest from the silver of Šū-Suen to Mannum-bālum-Aššūr.,We paid 3 minas silver and its interest from the silver of Šū-Suen to Mannum-bālum-Aššūr.,train,gold_sentence_targets,1.0
dca71c0c-92d7-2700-5750-dc2edd5557fd,dc8872c1-a910-4bee-8332-6c469ee76f06,80,26.0,ana,ana,"For this matter, the colony at Kanesh gave us permission, and we gave our testimonies before the dagger of Aššur.","For this matter, the colony at Kanesh gave us permission, and we gave our testimonies before the dagger of Aššur.",train,gold_sentence_targets,1.0
dca71c0c-92d7-2700-5750-dc2edd5557fd,8a8339f1-ed50-42af-a5eb-233288afa314,93,31.0,maḫar,mahar,Witnesses: Pūšu-kēn and Amur-Šamaš,Witnesses: Pūšu-kēn and Amur-Šamaš,train,gold_sentence_targets,1.0
f38b3567-9851-b878-eef6-8916e89f3f87,c64d25ef-b2da-4026-9911-a62fcf13d7a0,3,1.0,Aššur-nādā,Aššur-nādā,Aššur-nādā and Dān-Aššur seized us and settled accounts in our presence.,Aššur-nādā and Dān-Aššur seized us and settled accounts in our presence.,train,gold_sentence_targets,1.0
f38b3567-9851-b878-eef6-8916e89f3f87,03b2ed92-d9b5-41a5-ab66-599dbef1ff74,15,5.0,awâtēšunu,awâtēšunu,We,We,train,gold_sentence_targets,1.0
f38b3567-9851-b878-eef6-8916e89f3f87,9cfd6134-a52d-4278-8a4a-94a7633d858d,19,7.0,nīš,nīš,and they swore the oath by the City to the effect that: either with respect to a certified tablet or a lawsuit or anything else one will not raise claim against the other.,and they swore the oath by the City to the effect that: either with respect to a certified tablet or a lawsuit or anything else one will not raise claim against the other.,train,gold_sentence_targets,1.0
f38b3567-9851-b878-eef6-8916e89f3f87,f0626dda-00f3-43c3-ad17-8de1dea9a04a,40,15.0,maḫar,mahar,"Witnessed by Hinnaya, witnessed by Šū-Nūnu, witnessed by Aššur-rē'ī, witnessed by Hurāṣī, witnessed by Karwaya.","Witnessed by Hinnaya, witnessed by Šū-Nūnu, witnessed by Aššur-rē'ī, witnessed by Hurāṣī, witnessed by Karwaya.",train,gold_sentence_targets,1.0
f38b3567-9851-b878-eef6-8916e89f3f87,0766c5e5-d4fc-45ad-8e0d-220e84566084,57,18.0,ana,ana,With respect to the words of this tablet I hold a tablet with their seals and with the seal of Aššur-nādā.,With respect to the words of this tablet I hold a tablet with their seals and with the seal of Aššur-nādā.,train,gold_sentence_targets,1.0
c8f64c60-b405-7e60-0336-2d30e2e913d2,75059316-810c-40d3-9137-67c50354e93c,45,15.0,maḫar,mahar,"Witnesses: Idī-Kūbim s. Pilaḫ-Ištar, Ikūppaša.","Witnesses: Idī-Kūbim s. Pilaḫ-Ištar, Ikūppaša.",train,gold_sentence_targets,1.0
cab0b882-4f07-5653-9106-0a6f92ed500d,50167d5a-e02c-4013-9b7e-b0bd811a5878,2,1.0,wabartum,wabartum,"The wabartum settlement of Ulama rendered a verdict that Panaka and Aššur-mutabbil s. Pūšu-kēn will go to Kanesh within two months time and Panaka will return the sealed tablet of his father and according to the tablet sealed by his father, Aššur-mutabbil will repay Panaka.","The wabartum settlement of Ulama rendered a verdict that Panaka and Aššur-mutabbil s. Pūšu-kēn will go to Kanesh within two months time and Panaka will return the sealed tablet of his father and according to the tablet sealed by his father, Aššur-mutabbil will repay Panaka.",train,gold_sentence_targets,1.0
cab0b882-4f07-5653-9106-0a6f92ed500d,52d30392-8174-47c2-91f6-80ad63f3c875,37,13.0,šumma,šumma,"If Panaka does not go to Kanesh, he will send notice and his representative will set the matter for him.","If Panaka does not go to Kanesh, he will send notice and his representative will set the matter for him.",train,gold_sentence_targets,1.0
cab0b882-4f07-5653-9106-0a6f92ed500d,f2473401-6743-4738-8008-d02c77d36e6b,51,18.0,warḫum,warhum,Month of Kanwarta (ix) eponym of Buzutaya (REL 102).,Month of Kanwarta (ix) eponym of Buzutaya (REL 102).,train,gold_sentence_targets,1.0
2a4c3551-26d8-c7ac-424d-22a45ec58ed1,47f0596c-d67d-4f18-a03b-87ef8e251e3d,2,1.0,kunuk,kunuk,Seal of the wabartum  settlement of Ulama for the verdict of the wabartum settlement.,Seal of the wabartum settlement of Ulama for the verdict of the wabartum settlement.,train,gold_sentence_targets,1.0
7623b1eb-2569-60cb-d198-d7a112d852cc,5164ae6b-b7e1-4412-aa95-20bf089a4fe8,3,1.0,kunuk,kunuk,"Seal of Ikūppiya son of Šū-Anum; Seal of Idī-Kūbum son of Aššur-mālik; Seal of Susaya son of Šū-Ištar, son of Napraka.","Seal of Ikūppiya son of Šū-Anum; Seal of Idī-Kūbum son of Aššur-mālik; Seal of Susaya son of Šū-Ištar, son of Napraka.",train,gold_sentence_targets,1.0
7623b1eb-2569-60cb-d198-d7a112d852cc,12d1e5db-d596-4eb7-85e1-aa1a0d74f4c2,30,5.0,manā,manā,Susaya son of Šū-Ištar owes Pūšu-kēn 1/2 mina refined silver.,Susaya son of Šū-Ištar owes Pūšu-kēn 1/2 mina refined silver.,train,gold_sentence_targets,1.0
7623b1eb-2569-60cb-d198-d7a112d852cc,772850c5-0629-40fe-8baa-017867d053bb,47,8.0,warḫum,warhum,"He will pay 20 ḫamuštum weeks from the month Maḫḫur-ilī, the limmum following the one of Kūbiya.","He will pay 20 ḫamuštum weeks from the month Maḫḫur-ilī, the limmum following the one of Kūbiya.",train,gold_sentence_targets,1.0
7623b1eb-2569-60cb-d198-d7a112d852cc,21d14667-a168-4b37-b565-ddddf9b60b11,65,11.0,šumma,šumma,"If he does not pay (on time), he will add 1/2 shekel interest per mina per month.","If he does not pay (on time), he will add 1/2 shekel interest per mina per month.",train,gold_sentence_targets,1.0
7ffedae3-5409-c094-cc73-8fc323f386d1,08e8a49f-f254-4557-9382-7475af83b543,3,1.0,šiqil,šiqil,Šāt-Anna owes 16 shekels refined silver to Ḫānu.,Šāt-Anna owes 16 shekels refined silver to Ḫānu.,train,gold_sentence_targets,1.0
7ffedae3-5409-c094-cc73-8fc323f386d1,2f3a2ea1-0192-43b4-9e7b-9392ebe0ac84,16,4.0,ištu,ištu,From the ḫamuštum of Qarwiya and Kurub-Ištar he has 3 weeks to pay.,From the ḫamuštum of Qarwiya and Kurub-Ištar he has 3 weeks to pay.,train,gold_sentence_targets,1.0
7ffedae3-5409-c094-cc73-8fc323f386d1,82d45cfe-8da5-4741-b36b-e1e3087167a7,32,9.0,šumma,šumma,If he does not pay 1 shekel will be added per month in interest.,If he does not pay 1 shekel will be added per month in interest.,train,gold_sentence_targets,1.0
7ffedae3-5409-c094-cc73-8fc323f386d1,392d2a41-cd05-4045-8cf1-fbf6d513eef5,47,12.0,maḫar,mahar,"Witnesses: Aššur-Šamši, Imlikaya, Ennanim.","Witnesses: Aššur-Šamši, Imlikaya, Ennanim.",train,gold_sentence_targets,1.0
a9ab61cf-5963-c180-3898-27a76268fb99,448c7c7d-1473-4184-8ba5-e30124035f23,3,1.0,manā,manā,Susaya owes Pūšu-kēn 1/2 mina refined silver.,Susaya owes Pūšu-kēn 1/2 mina refined silver.,train,gold_sentence_targets,1.0
a9ab61cf-5963-c180-3898-27a76268fb99,cba13ed4-8c8e-4024-ab11-062c06773bed,16,4.0,warḫum,warhum,"He will pay 20 ḫamuštum weeks from the month Maḫḫur-ilī, the limmum following the one of Kūbiya.","He will pay 20 ḫamuštum weeks from the month Maḫḫur-ilī, the limmum following the one of Kūbiya.",train,gold_sentence_targets,1.0
