sentence_row_id,text_uuid,sentence_uuid,sentence_obj_in_text,line_number,source_sentence_raw,source_sentence_clean,target_sentence,target_sentence_clean,source_start_word_idx,source_end_word_idx_exclusive,boundary_method,source_start_word_idx_raw,source_start_idx_repaired,first_word_transcription,first_word_transcription_clean,first_word_match,split,provenance,trust_weight
150,95445314-2aa6-4e78-85d3-58bb252ffdc8,85fed84b-e4dd-4e14-91fc-04b275c48ee8,36,7.0,ú,ú,,,33,33,marker_search,33,0,šiqil,šiqil,1,train,gold_sentence_pair_from_markers,1.0
151,95445314-2aa6-4e78-85d3-58bb252ffdc8,484d31ac-603c-45a7-8f46-b959e3af6e22,59,11.0,ú,ú,,,33,33,marker_search,33,0,šiqil,šiqil,1,train,gold_sentence_pair_from_markers,1.0
152,95445314-2aa6-4e78-85d3-58bb252ffdc8,93405976-9986-4590-8fb0-809be55a56e9,72,13.0,ú,ú,,,33,33,marker_search,33,0,šiqil,šiqil,1,train,gold_sentence_pair_from_markers,1.0
153,95445314-2aa6-4e78-85d3-58bb252ffdc8,661ed54d-65bc-446f-a7ad-6e303242834e,82,14.0,ú,ú,,,33,33,marker_search,33,0,šiqil,šiqil,1,train,gold_sentence_pair_from_markers,1.0
154,95445314-2aa6-4e78-85d3-58bb252ffdc8,c86ba5b0-726e-47eb-9442-c66e0126eeeb,116,19.0,ú,ú,,,33,33,marker_search,33,0,mimma,mimma,1,train,gold_sentence_pair_from_markers,1.0
155,95445314-2aa6-4e78-85d3-58bb252ffdc8,ad923c2a-8588-499f-8839-a0257d8a9f2a,126,21.0,ú,ú,,,33,33,marker_search,33,0,gamrum,gamrum,1,train,gold_sentence_pair_from_markers,1.0
156,95445314-2aa6-4e78-85d3-58bb252ffdc8,ef44390c-3336-4eb4-b14b-41c08473a490,150,26.0,ú,ú,,,33,33,marker_search,33,0,šiqil,šiqil,1,train,gold_sentence_pair_from_markers,1.0
157,95445314-2aa6-4e78-85d3-58bb252ffdc8,ab142db5-0b65-4845-afaa-9f4bea661d95,183,31.0,ú,ú,,,33,33,marker_search,33,0,maḫar,mahar,1,train,gold_sentence_pair_from_markers,1.0
158,95445314-2aa6-4e78-85d3-58bb252ffdc8,2888700a-897f-4a75-81b6-c37c43e3c69f,192,33.0,ú,ú,,,33,33,marker_search,33,0,šiqil,šiqil,1,train,gold_sentence_pair_from_markers,1.0
159,95445314-2aa6-4e78-85d3-58bb252ffdc8,ba87d4de-8c05-44e6-8d59-fddfb17a1d27,222,37.0,ú,ú,,,33,33,marker_search,33,0,manā,manā,1,train,gold_sentence_pair_from_markers,1.0
160,95445314-2aa6-4e78-85d3-58bb252ffdc8,b3196b53-b4f6-4195-ac43-b237696b4cf1,246,39.0,ú,ú,,,33,33,marker_search,33,0,kaspam,kaspam,1,train,gold_sentence_pair_from_markers,1.0
161,95445314-2aa6-4e78-85d3-58bb252ffdc8,81b0048d-6ff2-48d4-8c74-33dd7173251c,265,42.0,ú,ú,,,33,33,marker_search,33,0,išrātum,išrātum,1,train,gold_sentence_pair_from_markers,1.0
162,95445314-2aa6-4e78-85d3-58bb252ffdc8,a6b58741-eb81-4f90-829c-d490dda737df,302,47.0,ú,ú,,,33,33,marker_search,33,0,mimma,mimma,1,train,gold_sentence_pair_from_markers,1.0
163,95445314-2aa6-4e78-85d3-58bb252ffdc8,a1bfe370-d135-430e-95cb-8cd6b77caa83,309,49.0,ú,ú,,,33,33,marker_search,33,0,šiqil,šiqil,1,train,gold_sentence_pair_from_markers,1.0
164,95445314-2aa6-4e78-85d3-58bb252ffdc8,88462e8d-2910-4016-9a44-6da2cd380cb2,341,52.0,ú 0.5 GÍN ṣí-ib-ta-am i-<gap> a-na a-ta-na-aḫ ni-dí-in <gap> 0.5 GÍN KÙ.BABBAR i li-bi₄ a-ḫu-ša DUMU ku-ra 0.5 GÍN KÙ.BABBAR i li-bi₄ za-ga-al-i IR-dí-šu 0.83334 GÍN dá-a-tí 5 ma-na KÙ.BABBAR.KÙ.BABBAR mu-ṭá 0.5 GÍN KÙ.BABBAR bi₄-it-qá-at ma-na-im ša AN.NA-ki-im ša 5 ma-na KÙ.BABBAR 0.5 GÌN KÙ.BABBAR a-na a-šur-DU₁₀ a-dí-in mì-ma a-nim i li-bi₄ a-ta-a DUMU i-ku-nim ga-am-ru-um dá-a-tù-um ta-ší-a-tù-um ú mu-ṭá-a 10 ma-na-e ša 42.5 ma-na AN.NA i li-bi₄ a-ta-a-ma DUMU i-ku-nim bé-lúm-ba-ni i-šu 15 GÍN KÙ.BABBAR ṣa-ru-pá-am 3 ma-na URUDU ša ša-du-e-šu 2-ší-na ú-kà-pè wa-dí-ú-tim a ta-ad-mì-iq-tim mì-ma a-nim i li-bi₄ na-ra-am-ZU DUMU kà-ki-a ú i-dí-in-ni-ra-aḫ be-lúm-ba-ni i-šu IGI a,ú 0 5 GÍN ṣí-ib-ta-am i-gap a-na a-ta-na-ah ni-dí-in gap 0 5 GÍN KÙ BABBAR i li-bi4 a-hu-ša DUMU ku-ra 0 5 GÍN KÙ BABBAR i li-bi4 za-ga-al-i IR-dí-šu 0 83334 GÍN dá-a-tí 5 ma-na KÙ BABBAR KÙ BABBAR mu-ṭá 0 5 GÍN KÙ BABBAR bi4-it-qá-at ma-na-im ša AN NA-ki-im ša 5 ma-na KÙ BABBAR 0 5 GÌN KÙ BABBAR a-na a-šur-DU10 a-dí-in mì-ma a-nim i li-bi4 a-ta-a DUMU i-ku-nim ga-am-ru-um dá-a-tù-um ta-ší-a-tù-um ú mu-ṭá-a 10 ma-na-e ša 42 5 ma-na AN NA i li-bi4 a-ta-a-ma DUMU i-ku-nim bé-lúm-ba-ni i-šu 15 GÍN KÙ BABBAR ṣa-ru-pá-am 3 ma-na URUDU ša ša-du-e-šu 2-ší-na ú-kà-pè wa-dí-ú-tim a ta-ad-mì-iq-tim mì-ma a-nim i li-bi4 na-ra-am-ZU DUMU kà-ki-a ú i-dí-in-ni-ra-ah be-lúm-ba-ni i-šu IGI a,,,33,132,marker_search,33,0,maḫar,mahar,1,train,gold_sentence_pair_from_markers,1.0
165,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,7a104d46-543f-4843-bab9-0ee09243a617,3,1.0,um-ma a-šùr-ša-dí-DINGIR a-mur-IŠTAR DU₁₀-ṣí-lá-a-šùr ì-lí-a-LIM a-nu-pí-a,um-ma a-šùr-ša-dí-DINGIR a-mur-IŠTAR DU10-ṣí-lá-a-šùr ì-lí-a-LIM a-nu-pí-a,,,1,6,marker_search,1,0,umma,umma,0,valid,gold_sentence_pair_from_markers,1.0
166,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,e38c6d7e-d89c-4498-9fee-68bc17dafdc8,19,6.0,ù,ù,,,7,7,marker_search,7,0,awâtēka,awâtēka,1,valid,gold_sentence_pair_from_markers,1.0
167,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,491db355-437c-47b6-8a9d-ae82df73caf6,30,9.0,ù,ù,,,7,7,marker_search,7,0,aṣṣēr,aṣṣēr,1,valid,gold_sentence_pair_from_markers,1.0
168,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,cdf30f11-cc5a-43bf-9fc3-b6fd7514a7fe,58,13.0,ù,ù,,,7,7,marker_search,7,0,nilqema,nilqema,1,valid,gold_sentence_pair_from_markers,1.0
169,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,2f1529bc-2b97-4653-a7bd-8a4109f227e7,79,19.0,ù,ù,,,7,7,marker_search,7,0,aššatka,aššatka,1,valid,gold_sentence_pair_from_markers,1.0
170,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,cebdeb2e-b280-49cd-b679-34a095c6ee70,89,23.0,ù,ù,,,7,7,marker_search,7,0,apputtum,apputtum,1,valid,gold_sentence_pair_from_markers,1.0
171,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,2c861ccc-3ddb-49da-a669-deb67f5882d7,107,28.0,ù,ù,,,7,7,marker_search,7,0,a-,a-,1,valid,gold_sentence_pair_from_markers,1.0
172,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,6481e299-dc55-4809-b243-03851bf8a47f,141,37.0,ù,ù,,,7,7,marker_search,7,0,šumma,šumma,1,valid,gold_sentence_pair_from_markers,1.0
173,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,5bb45ae1-4a26-4d0a-bcf5-477929527c79,151,39.0,ù,ù,,,7,7,marker_search,7,0,umma,umma,1,valid,gold_sentence_pair_from_markers,1.0
174,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,0e47306c-8209-4b63-b7de-965aaeb7a547,165,42.0,ù,ù,,,7,7,marker_search,7,0,ana,ana,1,valid,gold_sentence_pair_from_markers,1.0
175,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,ae5e3b6b-d5e2-4aa8-97c0-d1c3408605a0,179,46.0,ù a-ba-ba-a-a-i a-na ku-li-a qí-bi-ma a-wa-tí-kà ša É sà-ba-sí-a qá-du-um ša u₄-mu-kà ša-ak-nu-ni ni-ig-mu-ur-ma a-ṣé-er KÙ.BABBAR ù KÙ.KI ša té-zi-bu 1.3333 ma-na iš-tí DU₁₀-a-šur DUMU DU₁₀-ì-lí 1 ma-na-um 7 GÌN a-na ṣí-ib-tim ni-il₅-qé-ma KÙ.BABBAR nu-ša-bi₄-šu-nu-ma 3 ṭup-pé-e ša a-lim{ki} 1 ṭup-pá-am ša 1.5 ma-na KÙ.BABBAR ša ḫu-bu-li-kà ú-šé-ru-ni-a-tí a-ša-at-kà iš-tí-ni kà-an-kà-at ITU.1.KAM ma-ḫu-ur-ì-lí li-mu-um da-ni-a a-pu-tum ki-ma ṭup-pí-i ta-áš-me-ú KÙ.BABBAR ù ṣí-ba-sú šé-bi₄-lá-ma ṭup-pá-am ša ku-nu-ki-ni ù ku-nu-uk a-ší-tí-kà lu né-du-uk a ma-lá na-áš-pé-er-tí-kà iš-me-{d}IŠKUR DUMU i-tur₄-a-a ni-iṣ-ba-at-ma um-ma né-nu-ma 5 ma-na KÙ.BABBAR a-na ší-a-ma-tim ša PUZUR₄-a-šur DUMU a-ḫu-wa-qar tù-ub-lam kà-i-na-ni-a-tí-ma a-ta-ma ší-ma-am ša-am-ma qá-at-ni lu ni-iš,ù a-ba-ba-a-a-i a-na ku-li-a qí-bi-ma a-wa-tí-kà ša É sà-ba-sí-a qá-du-um ša u4-mu-kà ša-ak-nu-ni ni-ig-mu-ur-ma a-ṣé-er KÙ BABBAR ù KÙ KI ša té-zi-bu 1 3333 ma-na iš-tí DU10-a-šur DUMU DU10-ì-lí 1 ma-na-um 7 GÌN a-na ṣí-ib-tim ni-il5-qé-ma KÙ BABBAR nu-ša-bi4-šu-nu-ma 3 ṭup-pé-e ša a-lim{ki} 1 ṭup-pá-am ša 1 5 ma-na KÙ BABBAR ša hu-bu-li-kà ú-šé-ru-ni-a-tí a-ša-at-kà iš-tí-ni kà-an-kà-at ITU 1 KAM ma-hu-ur-ì-lí li-mu-um da-ni-a a-pu-tum ki-ma ṭup-pí-i ta-áš-me-ú KÙ BABBAR ù ṣí-ba-sú šé-bi4-lá-ma ṭup-pá-am ša ku-nu-ki-ni ù ku-nu-uk a-ší-tí-kà lu né-du-uk a ma-lá na-áš-pé-er-tí-kà iš-me-{d}IŠKUR DUMU i-tur4-a-a ni-iṣ-ba-at-ma um-ma né-nu-ma 5 ma-na KÙ BABBAR a-na ší-a-ma-tim ša PUZUR4-a-šur DUMU a-hu-wa-qar tù-ub-lam kà-i-na-ni-a-tí-ma a-ta-ma ší-ma-am ša-am-ma qá-at-ni lu ni-iš,,,7,103,marker_search,7,0,Aššur-rēṣī,Aššur-rēṣī,1,valid,gold_sentence_pair_from_markers,1.0
176,11672d83-b960-4dad-8399-05c077aead07,6352a8fd-bd85-4719-969d-5947acd60fd6,3,1.0,um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il₅ da-tim ku-li-a ší-ip-ri-ni wa-bar-tim ša ku-bur-na-at ḫa-na-ak-na-ak,um-ma kà-ru-um kà-ni-iš-ma a-na ša-qí-il5 da-tim ku-li-a ší-ip-ri-ni wa-bar-tim ša ku-bur-na-at ha-na-ak-na-ak,,,1,12,marker_search,1,0,umma,umma,0,train,gold_sentence_pair_from_markers,1.0
177,11672d83-b960-4dad-8399-05c077aead07,042447de-2cde-4af3-af96-6d6af03d8470,23,6.0,ú,ú,,,13,13,marker_search,13,0,i-,i-,1,train,gold_sentence_pair_from_markers,1.0
178,11672d83-b960-4dad-8399-05c077aead07,6e3ffa1f-25c7-48e3-a963-16cb92ba08b2,68,15.0,ú,ú,,,13,13,marker_search,13,0,Kulīya,Kulīya,1,train,gold_sentence_pair_from_markers,1.0
179,11672d83-b960-4dad-8399-05c077aead07,a05c7ab6-b19e-41a5-b603-6dddd2036b9a,73,16.0,ú,ú,,,13,13,marker_search,13,0,šumma,šumma,1,train,gold_sentence_pair_from_markers,1.0
180,11672d83-b960-4dad-8399-05c077aead07,94839b1d-b89f-47bc-9c2c-74b809fad631,96,22.0,ú,ú,,,13,13,marker_search,13,0,nišammema,nišammema,1,train,gold_sentence_pair_from_markers,1.0
181,11672d83-b960-4dad-8399-05c077aead07,0ee1b966-b01b-48b4-8a05-64e1a4741de6,107,25.0,ú,ú,,,13,13,marker_search,13,0,lā,lā,1,train,gold_sentence_pair_from_markers,1.0
182,11672d83-b960-4dad-8399-05c077aead07,3ee9c324-e358-48dc-b449-dcfbd41d6b31,140,33.0,ú,ú,,,13,13,marker_search,13,0,kaspam,kaspam,1,train,gold_sentence_pair_from_markers,1.0
183,11672d83-b960-4dad-8399-05c077aead07,82919630-7d83-49bb-9c96-d62c997abd86,146,35.0,ú,ú,,,13,13,marker_search,13,0,šašqilāšuma,šašqilāšuma,1,train,gold_sentence_pair_from_markers,1.0
184,11672d83-b960-4dad-8399-05c077aead07,bf0b8af6-e292-4c2c-923f-06a5ee4805b8,152,37.0,ú tí-iš-mur-na TUR GAL qí-bi₄-ma i {d}UTU-ši ṭup-pì-ni ta-ša-me-a-ni GÍR ša a-šur IGI ku-li-a ší-ip-ri-ni šé-ṣí-a-ma ma-ma-an a-ma-kam KÙ.AN na-áš-ú lu a-na ší-mì-im a-na É.GAL-lim i-dí-nu lu a-dí-ni lá i-dí-in-ma na-ší 10-tim ša KÙ.AN ú ša-du-a-sú 1 ma-na-um 3 GÍN KÙ.BABBAR ša-ás-qí-lá-ma ku-li-a i pá-ni-šu-nu lu-ub-lam šu-ma i-qá-bi₄ um-ma šu-ut-ma KÙ.AN ša a-wi-lim ša NÍG.KA-sí 10-tim ú ša-du-a-sú le-qé-a-ma ša ba-ri-ni li-li-kam-ma GÍR ša a-šur li-it-ma-ma ša-du-a-sú nu-ta-ar ni-ša-me-ma 30 ANŠE tù-i-mu-um DUMU a-šùr{ki} ḫa-ra-an sú-qí-nim ú-šé-ri-ba-am lá tù-i-mu-um ma-ma-an ḫa-ra-an sú-ki-nim e-ma-re sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im ú-šé-li-am GÍR ša a-šur šé-ṣí-a-ma a-ḫu-um pá-ni a-ḫi-im ú-lá ú-ba-al 1 ma-na um 3 GÍN KÙ.BABBAR,ú tí-iš-mur-na TUR GAL qí-bi4-ma i {d}UTU-ši ṭup-pì-ni ta-ša-me-a-ni GÍR ša a-šur IGI ku-li-a ší-ip-ri-ni šé-ṣí-a-ma ma-ma-an a-ma-kam KÙ AN na-áš-ú lu a-na ší-mì-im a-na É GAL-lim i-dí-nu lu a-dí-ni lá i-dí-in-ma na-ší 10-tim ša KÙ AN ú ša-du-a-sú 1 ma-na-um 3 GÍN KÙ BABBAR ša-ás-qí-lá-ma ku-li-a i pá-ni-šu-nu lu-ub-lam šu-ma i-qá-bi4 um-ma šu-ut-ma KÙ AN ša a-wi-lim ša NÍG KA-sí 10-tim ú ša-du-a-sú le-qé-a-ma ša ba-ri-ni li-li-kam-ma GÍR ša a-šur li-it-ma-ma ša-du-a-sú nu-ta-ar ni-ša-me-ma 30 ANŠE tù-i-mu-um DUMU a-šùr{ki} ha-ra-an sú-qí-nim ú-šé-ri-ba-am lá tù-i-mu-um ma-ma-an ha-ra-an sú-ki-nim e-ma-re sé-er-dam ú-šé-ri-ba-ni-ma a-ma-kam uš-té-bu-lu-ni lu wa-ší-ib kà-ri-im ú-šé-li-am GÍR ša a-šur šé-ṣí-a-ma a-hu-um pá-ni a-hi-im ú-lá ú-ba-al 1 ma-na um 3 GÍN KÙ BABBAR,,,13,118,marker_search,13,0,šumma,šumma,1,train,gold_sentence_pair_from_markers,1.0
185,11672d83-b960-4dad-8399-05c077aead07,58b775ff-e912-4abe-a913-e31b3b497828,169,43.0,ša,ša,,,119,119,first_word_obj_fallback,119,0,,,0,train,gold_sentence_pair_from_markers,1.0
186,11672d83-b960-4dad-8399-05c077aead07,432b3bbc-af9b-45bb-a507-e4edde2675a2,175,44.0,ša,ša,,,119,119,first_word_obj_fallback,119,0,kaspam,kaspam,0,train,gold_sentence_pair_from_markers,1.0
187,42bf73e2-3abe-49ce-9950-2c4246131e52,b2282e39-d3cd-48a3-acbf-15407dd4c250,3,1.0,ù,ù,,,27,27,marker_search,27,0,kunuk,kunuk,1,train,gold_sentence_pair_from_markers,1.0
188,42bf73e2-3abe-49ce-9950-2c4246131e52,20d243cc-6fbc-4019-aee7-e2296e133bbf,25,4.0,ù,ù,,,27,27,marker_search,27,0,manā,manā,1,train,gold_sentence_pair_from_markers,1.0
189,42bf73e2-3abe-49ce-9950-2c4246131e52,62248a2b-1b9f-4f2e-905b-f5c429a63932,46,6.0,ù,ù,,,27,27,marker_search,27,0,ana,ana,1,train,gold_sentence_pair_from_markers,1.0
190,42bf73e2-3abe-49ce-9950-2c4246131e52,97389afd-9e71-44b1-a01d-5e0d575c6c1e,64,9.0,ù,ù,,,27,27,marker_search,27,0,lā,lā,1,train,gold_sentence_pair_from_markers,1.0
191,42bf73e2-3abe-49ce-9950-2c4246131e52,98e1d280-1c69-4137-b1b9-7d9d70e78010,86,12.0,ù,ù,,,27,27,marker_search,27,0,warḫum,warhum,1,train,gold_sentence_pair_from_markers,1.0
192,42bf73e2-3abe-49ce-9950-2c4246131e52,7bc91506-7fb5-4d5a-a079-28e894cb4f2e,98,14.0,ù,ù,,,27,27,marker_search,27,0,kunuk,kunuk,1,train,gold_sentence_pair_from_markers,1.0
193,42bf73e2-3abe-49ce-9950-2c4246131e52,da374773-4261-4f9e-822d-c320a59cca89,120,16.0,ù,ù,,,27,27,marker_search,27,0,šiqil,šiqil,1,train,gold_sentence_pair_from_markers,1.0
194,42bf73e2-3abe-49ce-9950-2c4246131e52,d4e91ce6-3920-4bec-ad15-33945d8a35fe,141,19.0,ù,ù,,,27,27,marker_search,27,0,ana,ana,1,train,gold_sentence_pair_from_markers,1.0
195,42bf73e2-3abe-49ce-9950-2c4246131e52,8833c9d8-476c-4f21-bd89-6174de9224a5,147,20.0,ù 6 ITU.KAM KÙ.BABBAR i-ša-qal šu-ma i-na ú-me-šu ma-al-ú-tim KÙ.BABBAR bé-lá-num lá iš-qú-ul ki-ma a-wa-at kà-ri-im 1.5 GÍN.TA a-na ma-na-im ṣí-ib-tám a-na ur-ḫi-im ú-ṣa-áb ITU.1.KAM áb-ša-ra-ni li-mu-um i-dí-sú-in DUMU i-dí-a-bi-im KIŠIB i-ku-pí-a DUMU pí-lá-aḫ-IŠTAR KIŠIB ili₅-ba-ni DUMU mu-ta-lim KIŠIB a-šur-SIPA DUMU ú-ṣú-ra-nim 8 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-ku-pí-a DUMU pí-lá-aḫ-IŠTAR ku-li-a DUMU a-lá-bi-im i-šu-ú a-na 6 ur-ḫé KÙ.BABBAR i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb <gap> 10 GÍN KÙ.BABBAR be-ú-lá-at ku-li-a DUMU a-lá-bi-im i-na-sú-in DUMU za-ar-ni-qí-im ú-ka-al iš-tí KÙ.BABBAR uk-ta-al šu-ma šu-ma a-e-ma,ù 6 ITU KAM KÙ BABBAR i-ša-qal šu-ma i-na ú-me-šu ma-al-ú-tim KÙ BABBAR bé-lá-num lá iš-qú-ul ki-ma a-wa-at kà-ri-im 1 5 GÍN TA a-na ma-na-im ṣí-ib-tám a-na ur-hi-im ú-ṣa-áb ITU 1 KAM áb-ša-ra-ni li-mu-um i-dí-sú-in DUMU i-dí-a-bi-im KIŠIB i-ku-pí-a DUMU pí-lá-ah-IŠTAR KIŠIB ili5-ba-ni DUMU mu-ta-lim KIŠIB a-šur-SIPA DUMU ú-ṣú-ra-nim 8 GÍN KÙ BABBAR ṣa-ru-pá-am i-ṣé-er i-ku-pí-a DUMU pí-lá-ah-IŠTAR ku-li-a DUMU a-lá-bi-im i-šu-ú a-na 6 ur-hé KÙ BABBAR i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb gap 10 GÍN KÙ BABBAR be-ú-lá-at ku-li-a DUMU a-lá-bi-im i-na-sú-in DUMU za-ar-ni-qí-im ú-ka-al iš-tí KÙ BABBAR uk-ta-al šu-ma šu-ma a-e-ma,,,27,111,marker_search,27,0,šumma,šumma,1,train,gold_sentence_pair_from_markers,1.0
196,42bf73e2-3abe-49ce-9950-2c4246131e52,5f2e9d38-4716-438a-b896-5004d3610cb9,160,1.01,ú-dá-pí-ir,ú-dá-pí-ir,,,112,112,first_word_obj_fallback,112,0,,,0,train,gold_sentence_pair_from_markers,1.0
197,42bf73e2-3abe-49ce-9950-2c4246131e52,66c49860-0efa-4bd9-b426-92e850826c8c,183,5.01,ú-dá-pí-ir,ú-dá-pí-ir,,,112,112,first_word_obj_fallback,112,0,šumma,šumma,0,train,gold_sentence_pair_from_markers,1.0
198,42bf73e2-3abe-49ce-9950-2c4246131e52,25b9b7eb-c90a-4365-8c40-66b97bc406a3,192,7.01,ú-dá-pí-ir,ú-dá-pí-ir,,,112,112,first_word_obj_fallback,112,0,kunuk,kunuk,0,train,gold_sentence_pair_from_markers,1.0
199,42bf73e2-3abe-49ce-9950-2c4246131e52,fa4ace18-c600-421d-83ed-4c27200e9475,214,10.01,ú-dá-pí-ir,ú-dá-pí-ir,,,112,112,first_word_obj_fallback,112,0,šiqil,šiqil,0,train,gold_sentence_pair_from_markers,1.0
200,42bf73e2-3abe-49ce-9950-2c4246131e52,b2f845e2-6ee1-4384-9fce-d2c9543ac97a,235,12.01,ú-dá-pí-ir,ú-dá-pí-ir,,,112,112,first_word_obj_fallback,112,0,manā'um,manā'um,0,train,gold_sentence_pair_from_markers,1.0
201,42bf73e2-3abe-49ce-9950-2c4246131e52,6dbb2394-dac4-4843-a97a-99dba260edac,249,14.01,ú-dá-pí-ir,ú-dá-pí-ir,,,112,112,first_word_obj_fallback,112,0,lu,lu,0,train,gold_sentence_pair_from_markers,1.0
202,42bf73e2-3abe-49ce-9950-2c4246131e52,9eef94d6-9cd8-4411-9d05-976400828e0e,260,16.01,ú-dá-pí-ir,ú-dá-pí-ir,,,112,112,first_word_obj_fallback,112,0,warḫum,warhum,0,train,gold_sentence_pair_from_markers,1.0
203,814ad661-c264-4d94-9c1e-2273334268e6,6d1f626f-f72b-45a3-b3c9-13851dbb9526,3,1.01,DUMU ú-zu-a ú-ma-lá 2 GÍN lu-bu-šu ša-bu KIŠIB en-um-a-šur DUMU i-ku-pí-a KIŠIB a-ni-na-a DUMU DIRI-im KIŠIB e-na-a-šur DUMU šu-ul-mì-ša-a-šùr 12 ma-na URUDU ší-kam i-ṣé-er en-um-a-šùr DUMU i-ku-pí-a DAM.GÀR i-šu iš-tù SAG ITU.KAM tí-i-na-tim a-na ITU.KAM i-ša-qal šu-ma lá iš-qú-ul a-na 10 ma-na na-e 0.5 ma-na.TA i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb li-mu-um da-dí-a DUMU šu-{d}NIN.ŠUBUR wa-bi₄-il₅ ṭup-pì-im šu-ut DAM.GÀR KIŠIB ḫi-ta-ni DUMU DINGIR-na-da KIŠIB en-um-a-šùr DUMU <gap> KIŠIB a-mur-a-šùr DUMU i-šar-ki-it-a-šùr KIŠIB ku-na-na-a 2 GÚ 10 ma-na URUDU ší-kam i-na a-ba-an ma-tim i-ṣé-er ku-na-na-a ku-li-a DUMU a-lá-bi₄-im i-šu iš-tù ITU.KAM qá-ra-a-tim li-mu-um a-šùr-SIPA DUMU ì-lí-e-mu-qí ki-ma a-wa-at kà-ri-im 1.5 ma-na.TA a-na 1 GÚ-tim i-na ITU.KAM ṣí-ib-tám ú-ṣa-áb ÌR a-bi₄-ì-lí,DUMU ú-zu-a ú-ma-lá 2 GÍN lu-bu-šu ša-bu KIŠIB en-um-a-šur DUMU i-ku-pí-a KIŠIB a-ni-na-a DUMU DIRI-im KIŠIB e-na-a-šur DUMU šu-ul-mì-ša-a-šùr 12 ma-na URUDU ší-kam i-ṣé-er en-um-a-šùr DUMU i-ku-pí-a DAM GÀR i-šu iš-tù SAG ITU KAM tí-i-na-tim a-na ITU KAM i-ša-qal šu-ma lá iš-qú-ul a-na 10 ma-na na-e 0 5 ma-na TA i-na ITU KAM ṣí-ib-tám ú-ṣa-áb li-mu-um da-dí-a DUMU šu-{d}NIN ŠUBUR wa-bi4-il5 ṭup-pì-im šu-ut DAM GÀR KIŠIB hi-ta-ni DUMU DINGIR-na-da KIŠIB en-um-a-šùr DUMU gap KIŠIB a-mur-a-šùr DUMU i-šar-ki-it-a-šùr KIŠIB ku-na-na-a 2 GÚ 10 ma-na URUDU ší-kam i-na a-ba-an ma-tim i-ṣé-er ku-na-na-a ku-li-a DUMU a-lá-bi4-im i-šu iš-tù ITU KAM qá-ra-a-tim li-mu-um a-šùr-SIPA DUMU ì-lí-e-mu-qí ki-ma a-wa-at kà-ri-im 1 5 ma-na TA a-na 1 GÚ-tim i-na ITU KAM ṣí-ib-tám ú-ṣa-áb ÌR a-bi4-ì-lí,,,5,111,first_word_obj_fallback,5,0,,,0,train,gold_sentence_pair_from_markers,1.0
204,814ad661-c264-4d94-9c1e-2273334268e6,810f34e3-9e3c-4375-85bf-3c4c8b65a01e,18,3.01,ù,ù,,,112,112,marker_search,112,0,kunuk,kunuk,1,train,gold_sentence_pair_from_markers,1.0
205,814ad661-c264-4d94-9c1e-2273334268e6,75789635-30de-4a47-81dc-89624416c8d5,40,5.01,ù,ù,,,112,112,marker_search,112,0,manā,manā,1,train,gold_sentence_pair_from_markers,1.0
206,814ad661-c264-4d94-9c1e-2273334268e6,af4d658c-0bb6-4ece-9e81-0622c7f38a41,58,7.01,ù,ù,,,112,112,marker_search,112,0,ištu,ištu,1,train,gold_sentence_pair_from_markers,1.0
207,814ad661-c264-4d94-9c1e-2273334268e6,fd8e56bb-e905-416d-976a-946843e14638,70,8.01,ù,ù,,,112,112,marker_search,112,0,šumma,šumma,1,train,gold_sentence_pair_from_markers,1.0
208,814ad661-c264-4d94-9c1e-2273334268e6,91076a53-6350-438b-bcd5-849020653fa5,93,10.01,ù,ù,,,112,112,marker_search,112,0,līmum,līmum,1,train,gold_sentence_pair_from_markers,1.0
209,814ad661-c264-4d94-9c1e-2273334268e6,f96cf095-423a-4487-bac8-a7f06a31cd2d,101,11.01,ù,ù,,,112,112,marker_search,112,0,wābil,wābil,1,train,gold_sentence_pair_from_markers,1.0
210,814ad661-c264-4d94-9c1e-2273334268e6,2caa00e9-5c28-4f5d-89f5-10c42f1c8bf5,106,12.01,ù,ù,,,112,112,marker_search,112,0,kunuk,kunuk,1,train,gold_sentence_pair_from_markers,1.0
